emotion,phrase,other_mean,distinctiveness
Anger,oh om om,0.0007408888888888889,-0.0007408888888888889
Anger,1500 cc turbo,0.0007535555555555555,-0.0007535555555555555
Anger,adalah salah satu,0.0008515555555555555,-0.0008515555555555555
Anger,banyak sekolah sekolah,0.0008680000000000001,-0.0008680000000000001
Anger,nah makanya biar,0.0008680000000000001,-0.0008680000000000001
Anger,i don t,0.0008873333333333333,-0.0008873333333333333
Anger,adalah mindset apabila,0.0009194444444444444,-0.0009194444444444444
Anger,benar teruskan dr,0.0009194444444444444,-0.0009194444444444444
Anger,benar kejutan kejutan,0.0009194444444444444,-0.0009194444444444444
Anger,adalah membuat waktu,0.0009194444444444444,-0.0009194444444444444
Anger,android auto apple,0.0009251111111111111,-0.0009251111111111111
Anger,auto apple carplay,0.0009251111111111111,-0.0009251111111111111
Anger,mantap terima kasih,0.0009327777777777777,-0.0009327777777777777
Anger,selama 3 hari,0.0009441111111111111,-0.0009441111111111111
Anger,satu per satu,0.0009622222222222222,-0.0009622222222222222
Anger,km per liter,0.0009803333333333333,-0.0009803333333333333
Anger,share satu studi,0.000995,-0.000995
Anger,8 12 kali,0.0009952222222222222,-0.0009952222222222222
Anger,jangan lupa follow,0.001001,-0.001001
Anger,benar benar suka,0.001001,-0.001001
Anger,android 15 fitur,0.001001,-0.001001
Anger,32gb storage 1tb,0.001001,-0.001001
Anger,atlet atlet terbaik,0.001001,-0.001001
Anger,temen temen lihat,0.001001,-0.001001
Anger,worth it kalian,0.001001,-0.001001
Anger,menjaga skin barrier,0.001001,-0.001001
Anger,menang semua senang,0.001001,-0.001001
Anger,mengatasi masalah jerawat,0.001001,-0.001001
Anger,punya 2 warna,0.001001,-0.001001
Anger,mobil kilometer rendah,0.001001,-0.001001
Anger,pola hidup sehat,0.001001,-0.001001
Anger,bahu bagian belakang,0.0010167777777777777,-0.0010167777777777777
Anger,bulu mata lentik,0.001031777777777778,-0.001031777777777778
Anger,biar bulu mata,0.001031777777777778,-0.001031777777777778
Anger,skin prep kalian,0.0010407777777777778,-0.0010407777777777778
Anger,tiang pull up,0.0010682222222222221,-0.0010682222222222221
Anger,bikin kulit kering,0.001122,-0.001122
Anger,menurunkan berat badan,0.0011284444444444445,-0.0011284444444444445
Anger,kejutan kejutan kejutan,0.0011296666666666668,-0.0011296666666666668
Anger,kejutan kejutan aktivitas,0.0011296666666666668,-0.0011296666666666668
Anger,lakukan adalah membuat,0.0011296666666666668,-0.0011296666666666668
Anger,sejati aktivitas besar,0.0011296666666666668,-0.0011296666666666668
Anger,sebenarnya barokah aktivitas,0.0011296666666666668,-0.0011296666666666668
Anger,mengawasi allah terima,0.0011296666666666668,-0.0011296666666666668
Anger,rasa lakukan adalah,0.0011296666666666668,-0.0011296666666666668
Anger,nia bilang sejati,0.0011296666666666668,-0.0011296666666666668
Anger,menyerahkan adalah mindset,0.0011296666666666668,-0.0011296666666666668
Anger,mindset rasa berbagi,0.0011296666666666668,-0.0011296666666666668
Anger,faat stay hard,0.0011556666666666668,-0.0011556666666666668
Anger,jakarta tahun 2025,0.0011994444444444446,-0.0011994444444444446
Anger,provinsi kaya jakarta,0.0012133333333333332,-0.0012133333333333332
Anger,jalan jalan jalan,0.0012143333333333333,-0.0012143333333333333
Anger,tahan 2 3,0.0012164444444444445,-0.0012164444444444445
Anger,meraih medali emas,0.0012547777777777776,-0.0012547777777777776
Anger,badan masa otot,0.0012857777777777778,-0.0012857777777777778
Anger,by the way,0.0013215555555555556,-0.0013215555555555556
Anger,pertama kali nyobain,0.001325,-0.001325
Anger,gini 8 12,0.0013943333333333334,-0.0013943333333333334
Anger,paling penting adalah,0.0014340000000000002,-0.0014340000000000002
Anger,nama baik jakarta,0.0014607777777777779,-0.0014607777777777779
Anger,mother of pearl,0.0014666666666666667,-0.0014666666666666667
Anger,ikan koi ikan,0.0014703333333333333,-0.0014703333333333333
Anger,kehidupan sehari hari,0.0014703333333333333,-0.0014703333333333333
Anger,s super comfortable,0.0014765555555555556,-0.0014765555555555556
Anger,you so much,0.0014765555555555556,-0.0014765555555555556
Anger,to get this,0.0014765555555555556,-0.0014765555555555556
Anger,is my favorite,0.0014765555555555556,-0.0014765555555555556
Anger,it s super,0.0014765555555555556,-0.0014765555555555556
Anger,check that out,0.0014765555555555556,-0.0014765555555555556
Anger,sampai jam 6,0.0015046666666666667,-0.0015046666666666667
Anger,beberapa minggu lalu,0.001561,-0.001561
Anger,move your hustle,0.0015876666666666667,-0.0015876666666666667
Anger,ivan gunawan deluxe,0.001606111111111111,-0.001606111111111111
Anger,blush on lipstick,0.001624,-0.001624
Anger,gini makanya gemes,0.001624,-0.001624
Anger,bagus oh my,0.001624,-0.001624
Anger,multitasking color crayon,0.001624,-0.001624
Anger,my god suka,0.001624,-0.001624
Anger,blush on bibir,0.001624,-0.001624
Anger,wireless charging 50w,0.0017087777777777778,-0.0017087777777777778
Anger,i love you,0.0017226666666666666,-0.0017226666666666666
Anger,plug in hybrid,0.0017435555555555557,-0.0017435555555555557
Anger,jakarta x beauty,0.0017435555555555557,-0.0017435555555555557
Anger,perjalanan jauh menggunakan,0.0017856666666666665,-0.0017856666666666665
Anger,langsung coba langsung,0.0017856666666666665,-0.0017856666666666665
Anger,one of my,0.0017856666666666665,-0.0017856666666666665
Anger,mulai 299 juta,0.0017856666666666665,-0.0017856666666666665
Anger,g3 plus mobil,0.0017856666666666665,-0.0017856666666666665
Anger,teman teman baru,0.0017856666666666665,-0.0017856666666666665
Anger,set set set,0.0018267777777777779,-0.0018267777777777779
Anger,bener bener bikin,0.0018267777777777779,-0.0018267777777777779
Anger,jakarta menang sukses,0.0019357777777777778,-0.0019357777777777778
Anger,menang sukses jakarta,0.0019357777777777778,-0.0019357777777777778
Anger,let s go,0.0019683333333333337,-0.0019683333333333337
Anger,coba komen bawah,0.002037777777777778,-0.002037777777777778
Anger,rasa berbagi jika,0.002049111111111111,-0.002049111111111111
Anger,rasa membantu revaluasi,0.002049111111111111,-0.002049111111111111
Anger,revaluasi mindset rasa,0.002049111111111111,-0.002049111111111111
Anger,waktu menyerahkan adalah,0.002049111111111111,-0.002049111111111111
Anger,depan salah satu,0.002525222222222222,-0.002525222222222222
Anger,test drive mobil,0.002525222222222222,-0.002525222222222222
Anger,jangan sampai kelewatan,0.002525222222222222,-0.002525222222222222
Anger,something calm down,0.0026645555555555554,-0.0026645555555555554
Anger,misalnya water misalnya,0.0026645555555555554,-0.0026645555555555554
Anger,terima kasih kerana,0.0026829999999999996,-0.0026829999999999996
Anger,kasih kerana menonton,0.0026829999999999996,-0.0026829999999999996
Anger,jakarta datang jakarta,0.002735777777777778,-0.002735777777777778
Anger,sukses jakarta indonesia,0.0028682222222222217,-0.0028682222222222217
Anger,membawa nama baik,0.002918777777777778,-0.002918777777777778
Anger,datang jakarta menang,0.003023111111111111,-0.003023111111111111
Anger,3 2 1,0.003195666666666667,-0.003195666666666667
Anger,eyeshadow blush on,0.003248,-0.003248
Anger,menghasilkan atlet atlet,0.0032571111111111112,-0.0032571111111111112
Anger,2025 terima kasih,0.0035262222222222223,-0.0035262222222222223
Anger,kasih lihat kalian,0.003625777777777778,-0.003625777777777778
Anger,melihat teman teman,0.003868333333333333,-0.003868333333333333
Anger,mindset benar kejutan,0.003953666666666667,-0.003953666666666667
Anger,membantu revaluasi mindset,0.003953666666666667,-0.003953666666666667
Anger,membuat waktu menyerahkan,0.003953666666666667,-0.003953666666666667
Anger,mindset apabila memiliki,0.003953666666666667,-0.003953666666666667
Anger,teruskan dr nia,0.003953666666666667,-0.003953666666666667
Anger,mencari kecil sebenarnya,0.003953666666666667,-0.003953666666666667
Anger,mindset benar teruskan,0.003953666666666667,-0.003953666666666667
Anger,panggil timur inspeksi,0.0040093333333333335,-0.0040093333333333335
Anger,inspeksi menyeluruh plus,0.0040093333333333335,-0.0040093333333333335
Anger,gini kira kira,0.0040093333333333335,-0.0040093333333333335
Anger,tanda tanda penuaan,0.004188000000000001,-0.004188000000000001
Anger,sebelah sini lihat,0.004188000000000001,-0.004188000000000001
Anger,i really really,0.004324666666666667,-0.004324666666666667
Anger,really like this,0.004490999999999999,-0.004490999999999999
Anger,coverage berasa berat,0.004490999999999999,-0.004490999999999999
Anger,and i m,0.004490999999999999,-0.004490999999999999
Anger,selesai make upan,0.004490999999999999,-0.004490999999999999
Anger,that s it,0.004688777777777778,-0.004688777777777778
Anger,berasa berat so,0.004705444444444444,-0.004705444444444444
Anger,really really like,0.004705444444444444,-0.004705444444444444
Anger,finishnya velvet matte,0.004705444444444444,-0.004705444444444444
Anger,telling you this,0.004705444444444444,-0.004705444444444444
Anger,tanpa berasa berat,0.004705444444444444,-0.004705444444444444
Anger,m telling you,0.004705444444444444,-0.004705444444444444
Anger,hai guys kali,0.004910444444444444,-0.004910444444444444
Anger,setelah cek ternyata,0.004910444444444444,-0.004910444444444444
Anger,pagi sore hari,0.005237777777777778,-0.005237777777777778
Anger,share kolom komentar,0.005237777777777778,-0.005237777777777778
Anger,salah satu sisi,0.005237777777777778,-0.005237777777777778
Anger,satu sisi tubuh,0.005237777777777778,-0.005237777777777778
Anger,skin barrier rusak,0.005329111111111111,-0.005329111111111111
Anger,i m telling,0.006182,-0.006182
Anger,s so good,0.006684333333333333,-0.006684333333333333
Anger,it it s,0.006684333333333333,-0.006684333333333333
Anger,pokoknya bener bener,0.007003555555555556,-0.007003555555555556
Anger,pas pertama kali,0.007003555555555556,-0.007003555555555556
Anger,jalan jalan gias,0.007407444444444445,-0.007407444444444445
Anger,sel kulit mati,0.007407444444444445,-0.007407444444444445
Anger,pas tengah tengah,0.009411,-0.009411
Anger,oh my god,0.010152111111111112,-0.010152111111111112
Anger,memiliki mindset benar,0.010967444444444445,-0.010967444444444445
Anger,you need to,0.012785666666666667,-0.012785666666666667
Anger,klik follow save,0.013094555555555555,-0.013094555555555555
Anger,need to notice,0.013396333333333333,-0.013396333333333333
Anger,sekolah les bermain,0.013888888888888888,-0.013888888888888888
Anger,saham naik turun,0.01481477777777778,-0.01481477777777778
Anger,it s so,0.01522888888888889,-0.01522888888888889
Anger,follow save video,0.020038999999999998,-0.020038999999999998
Anger,selama 3 tahun,0.07671422222222223,-0.07671422222222223
Anger,circle to search,0.08037788888888889,-0.08037788888888889
Anger,john glory glory,0.1111111111111111,-0.1111111111111111
Fear,saham naik turun,0.0,0.133333
Fear,sel kulit mati,0.0,0.066667
Fear,jalan jalan gias,0.0,0.066667
Fear,malam hari cari,0.006493454545454546,0.06017354545454546
Fear,pagi sore hari,0.0,0.04714
Fear,satu sisi tubuh,0.0,0.04714
Fear,salah satu sisi,0.0,0.04714
Fear,share kolom komentar,0.0,0.04714
Fear,memiliki mindset benar,0.007124909090909091,0.013208090909090909
Fear,sejati aktivitas besar,0.0,0.010167
Fear,rasa lakukan adalah,0.0,0.010167
Fear,mengawasi allah terima,0.0,0.010167
Fear,nia bilang sejati,0.0,0.010167
Fear,mindset rasa berbagi,0.0,0.010167
Fear,menyerahkan adalah mindset,0.0,0.010167
Fear,lakukan adalah membuat,0.0,0.010167
Fear,sebenarnya barokah aktivitas,0.0,0.010167
Fear,kejutan kejutan kejutan,0.0,0.010167
Fear,kejutan kejutan aktivitas,0.0,0.010167
Fear,waktu menyerahkan adalah,0.0007522727272727272,0.009414727272727274
Fear,rasa membantu revaluasi,0.0007522727272727272,0.009414727272727274
Fear,rasa berbagi jika,0.0007522727272727272,0.009414727272727274
Fear,revaluasi mindset rasa,0.0007522727272727272,0.009414727272727274
Fear,mindset benar teruskan,0.0023105454545454544,0.007856454545454547
Fear,teruskan dr nia,0.0023105454545454544,0.007856454545454547
Fear,mindset apabila memiliki,0.0023105454545454544,0.007856454545454547
Fear,mencari kecil sebenarnya,0.0023105454545454544,0.007856454545454547
Fear,membantu revaluasi mindset,0.0023105454545454544,0.007856454545454547
Fear,membuat waktu menyerahkan,0.0023105454545454544,0.007856454545454547
Fear,mindset benar kejutan,0.0023105454545454544,0.007856454545454547
Fear,punya bekas jerawat,0.0005095454545454545,-0.0005095454545454545
Fear,harga 3 jutaan,0.0005153636363636364,-0.0005153636363636364
Fear,salah satunya adalah,0.0005215454545454547,-0.0005215454545454547
Fear,carbon fiber carbon,0.0005601818181818182,-0.0005601818181818182
Fear,buang air besar,0.0005601818181818182,-0.0005601818181818182
Fear,s go langsung,0.0005665454545454546,-0.0005665454545454546
Fear,8gb storage 256gb,0.0005695454545454545,-0.0005695454545454545
Fear,suv leather frame,0.0005755454545454546,-0.0005755454545454546
Fear,sub indo by,0.0005779090909090908,-0.0005779090909090908
Fear,indo by broth3rmax,0.0005779090909090908,-0.0005779090909090908
Fear,nah kira kira,0.0005805454545454546,-0.0005805454545454546
Fear,adaptive cruise control,0.0005954545454545455,-0.0005954545454545455
Fear,bulu mata bawahnya,0.0005966363636363636,-0.0005966363636363636
Fear,oh om om,0.0006061818181818182,-0.0006061818181818182
Fear,paling tipis dunia,0.0006061818181818182,-0.0006061818181818182
Fear,1500 cc turbo,0.0006165454545454546,-0.0006165454545454546
Fear,adalah salah satu,0.0006967272727272728,-0.0006967272727272728
Fear,nah makanya biar,0.0007101818181818182,-0.0007101818181818182
Fear,banyak sekolah sekolah,0.0007101818181818182,-0.0007101818181818182
Fear,i don t,0.000726,-0.000726
Fear,adalah mindset apabila,0.0007522727272727272,-0.0007522727272727272
Fear,benar kejutan kejutan,0.0007522727272727272,-0.0007522727272727272
Fear,benar teruskan dr,0.0007522727272727272,-0.0007522727272727272
Fear,adalah membuat waktu,0.0007522727272727272,-0.0007522727272727272
Fear,android auto apple,0.000756909090909091,-0.000756909090909091
Fear,auto apple carplay,0.000756909090909091,-0.000756909090909091
Fear,mantap terima kasih,0.0007631818181818181,-0.0007631818181818181
Fear,selama 3 hari,0.0007724545454545454,-0.0007724545454545454
Fear,satu per satu,0.0007872727272727272,-0.0007872727272727272
Fear,km per liter,0.000802090909090909,-0.000802090909090909
Fear,share satu studi,0.0008140909090909091,-0.0008140909090909091
Fear,8 12 kali,0.0008142727272727273,-0.0008142727272727273
Fear,32gb storage 1tb,0.000819,-0.000819
Fear,benar benar suka,0.000819,-0.000819
Fear,jangan lupa follow,0.000819,-0.000819
Fear,android 15 fitur,0.000819,-0.000819
Fear,atlet atlet terbaik,0.000819,-0.000819
Fear,menang semua senang,0.000819,-0.000819
Fear,temen temen lihat,0.000819,-0.000819
Fear,worth it kalian,0.000819,-0.000819
Fear,punya 2 warna,0.000819,-0.000819
Fear,menjaga skin barrier,0.000819,-0.000819
Fear,mengatasi masalah jerawat,0.000819,-0.000819
Fear,mobil kilometer rendah,0.000819,-0.000819
Fear,pola hidup sehat,0.000819,-0.000819
Fear,bahu bagian belakang,0.0008319090909090908,-0.0008319090909090908
Fear,biar bulu mata,0.0008441818181818182,-0.0008441818181818182
Fear,bulu mata lentik,0.0008441818181818182,-0.0008441818181818182
Fear,skin prep kalian,0.0008515454545454545,-0.0008515454545454545
Fear,tiang pull up,0.0008739999999999999,-0.0008739999999999999
Fear,bikin kulit kering,0.000918,-0.000918
Fear,menurunkan berat badan,0.0009232727272727273,-0.0009232727272727273
Fear,faat stay hard,0.0009455454545454546,-0.0009455454545454546
Fear,jakarta tahun 2025,0.0009813636363636363,-0.0009813636363636363
Fear,provinsi kaya jakarta,0.0009927272727272727,-0.0009927272727272727
Fear,jalan jalan jalan,0.0009935454545454544,-0.0009935454545454544
Fear,tahan 2 3,0.0009952727272727272,-0.0009952727272727272
Fear,meraih medali emas,0.0010266363636363635,-0.0010266363636363635
Fear,badan masa otot,0.001052,-0.001052
Fear,by the way,0.0010812727272727274,-0.0010812727272727274
Fear,pertama kali nyobain,0.0010840909090909091,-0.0010840909090909091
Fear,gini 8 12,0.0011408181818181816,-0.0011408181818181816
Fear,paling penting adalah,0.0011732727272727274,-0.0011732727272727274
Fear,nama baik jakarta,0.0011951818181818183,-0.0011951818181818183
Fear,mother of pearl,0.0012,-0.0012
Fear,kehidupan sehari hari,0.001203,-0.001203
Fear,ikan koi ikan,0.001203,-0.001203
Fear,is my favorite,0.001208090909090909,-0.001208090909090909
Fear,check that out,0.001208090909090909,-0.001208090909090909
Fear,you so much,0.001208090909090909,-0.001208090909090909
Fear,s super comfortable,0.001208090909090909,-0.001208090909090909
Fear,it s super,0.001208090909090909,-0.001208090909090909
Fear,to get this,0.001208090909090909,-0.001208090909090909
Fear,sampai jam 6,0.0012310909090909091,-0.0012310909090909091
Fear,beberapa minggu lalu,0.0012771818181818181,-0.0012771818181818181
Fear,move your hustle,0.001299,-0.001299
Fear,ivan gunawan deluxe,0.0013140909090909093,-0.0013140909090909093
Fear,my god suka,0.0013287272727272729,-0.0013287272727272729
Fear,multitasking color crayon,0.0013287272727272729,-0.0013287272727272729
Fear,bagus oh my,0.0013287272727272729,-0.0013287272727272729
Fear,blush on bibir,0.0013287272727272729,-0.0013287272727272729
Fear,blush on lipstick,0.0013287272727272729,-0.0013287272727272729
Fear,gini makanya gemes,0.0013287272727272729,-0.0013287272727272729
Fear,wireless charging 50w,0.0013980909090909092,-0.0013980909090909092
Fear,i love you,0.0014094545454545456,-0.0014094545454545456
Fear,jakarta x beauty,0.0014265454545454546,-0.0014265454545454546
Fear,plug in hybrid,0.0014265454545454546,-0.0014265454545454546
Fear,teman teman baru,0.0014609999999999998,-0.0014609999999999998
Fear,g3 plus mobil,0.0014609999999999998,-0.0014609999999999998
Fear,one of my,0.0014609999999999998,-0.0014609999999999998
Fear,langsung coba langsung,0.0014609999999999998,-0.0014609999999999998
Fear,mulai 299 juta,0.0014609999999999998,-0.0014609999999999998
Fear,perjalanan jauh menggunakan,0.0014609999999999998,-0.0014609999999999998
Fear,bener bener bikin,0.0014946363636363638,-0.0014946363636363638
Fear,set set set,0.0014946363636363638,-0.0014946363636363638
Fear,menang sukses jakarta,0.001583818181818182,-0.001583818181818182
Fear,jakarta menang sukses,0.001583818181818182,-0.001583818181818182
Fear,let s go,0.0016104545454545456,-0.0016104545454545456
Fear,coba komen bawah,0.0016672727272727275,-0.0016672727272727275
Fear,test drive mobil,0.0020660909090909093,-0.0020660909090909093
Fear,depan salah satu,0.0020660909090909093,-0.0020660909090909093
Fear,jangan sampai kelewatan,0.0020660909090909093,-0.0020660909090909093
Fear,misalnya water misalnya,0.002180090909090909,-0.002180090909090909
Fear,something calm down,0.002180090909090909,-0.002180090909090909
Fear,kasih kerana menonton,0.0021951818181818183,-0.0021951818181818183
Fear,terima kasih kerana,0.0021951818181818183,-0.0021951818181818183
Fear,jakarta datang jakarta,0.0022383636363636364,-0.0022383636363636364
Fear,sukses jakarta indonesia,0.0023467272727272725,-0.0023467272727272725
Fear,s go pertama,0.002376909090909091,-0.002376909090909091
Fear,sampai kira kira,0.002376909090909091,-0.002376909090909091
Fear,semangat stay hard,0.002376909090909091,-0.002376909090909091
Fear,membawa nama baik,0.002388090909090909,-0.002388090909090909
Fear,datang jakarta menang,0.0024734545454545456,-0.0024734545454545456
Fear,semua penyakit metabolik,0.002482,-0.002482
Fear,satu studi terbaru,0.002482,-0.002482
Fear,3 2 1,0.0026146363636363637,-0.0026146363636363637
Fear,eyeshadow blush on,0.0026574545454545457,-0.0026574545454545457
Fear,menghasilkan atlet atlet,0.002664909090909091,-0.002664909090909091
Fear,salah satu bentuk,0.0027334545454545454,-0.0027334545454545454
Fear,anak anak mungkin,0.0027334545454545454,-0.0027334545454545454
Fear,2025 terima kasih,0.002885090909090909,-0.002885090909090909
Fear,terima kasih pak,0.0029116363636363636,-0.0029116363636363636
Fear,kasih lihat kalian,0.0029665454545454548,-0.0029665454545454548
Fear,tau salah satu,0.003103090909090909,-0.003103090909090909
Fear,melihat teman teman,0.003165,-0.003165
Fear,tekanan darah tinggi,0.003170181818181818,-0.003170181818181818
Fear,salah satu faktor,0.003170181818181818,-0.003170181818181818
Fear,inspeksi menyeluruh plus,0.0032803636363636355,-0.0032803636363636355
Fear,gini kira kira,0.0032803636363636355,-0.0032803636363636355
Fear,panggil timur inspeksi,0.0032803636363636355,-0.0032803636363636355
Fear,sebagai salah satu,0.003321636363636364,-0.003321636363636364
Fear,sebelah sini lihat,0.0034265454545454547,-0.0034265454545454547
Fear,tanda tanda penuaan,0.0034265454545454547,-0.0034265454545454547
Fear,i really really,0.0035383636363636364,-0.0035383636363636364
Fear,and i m,0.003674454545454545,-0.003674454545454545
Fear,selesai make upan,0.003674454545454545,-0.003674454545454545
Fear,really like this,0.003674454545454545,-0.003674454545454545
Fear,coverage berasa berat,0.003674454545454545,-0.003674454545454545
Fear,that s it,0.0038362727272727272,-0.0038362727272727272
Fear,tanpa berasa berat,0.003849909090909091,-0.003849909090909091
Fear,really really like,0.003849909090909091,-0.003849909090909091
Fear,m telling you,0.003849909090909091,-0.003849909090909091
Fear,finishnya velvet matte,0.003849909090909091,-0.003849909090909091
Fear,berasa berat so,0.003849909090909091,-0.003849909090909091
Fear,telling you this,0.003849909090909091,-0.003849909090909091
Fear,hai guys kali,0.004017636363636363,-0.004017636363636363
Fear,setelah cek ternyata,0.004017636363636363,-0.004017636363636363
Fear,skin barrier rusak,0.004360181818181818,-0.004360181818181818
Fear,speed 1 2,0.004367636363636364,-0.004367636363636364
Fear,sedikit tips kalian,0.004483272727272727,-0.004483272727272727
Fear,segi harga punya,0.004591636363636364,-0.004591636363636364
Fear,harganya murah meriah,0.004591636363636364,-0.004591636363636364
Fear,terlalu lebar gini,0.0046974545454545455,-0.0046974545454545455
Fear,1 2 3,0.004802000000000001,-0.004802000000000001
Fear,gini gini gini,0.004909272727272727,-0.004909272727272727
Fear,oke terima kasih,0.005016454545454546,-0.005016454545454546
Fear,i m telling,0.005058,-0.005058
Fear,s so good,0.005468999999999999,-0.005468999999999999
Fear,it it s,0.005468999999999999,-0.005468999999999999
Fear,pas pertama kali,0.005730181818181818,-0.005730181818181818
Fear,pokoknya bener bener,0.005730181818181818,-0.005730181818181818
Fear,kaya kaya kaya,0.005780545454545455,-0.005780545454545455
Fear,memang luar biasa,0.006493454545454546,-0.006493454545454546
Fear,latihan beban menjadi,0.006493454545454546,-0.006493454545454546
Fear,sampai berapa kali,0.006493454545454546,-0.006493454545454546
Fear,semua masyarakat indonesia,0.006493454545454546,-0.006493454545454546
Fear,pas tengah tengah,0.007699909090909091,-0.007699909090909091
Fear,kena serangan jantung,0.008285636363636363,-0.008285636363636363
Fear,oh my god,0.008306272727272728,-0.008306272727272728
Fear,nah menurut kalian,0.008559545454545457,-0.008559545454545457
Fear,you need to,0.010461,-0.010461
Fear,klik follow save,0.010713727272727274,-0.010713727272727274
Fear,need to notice,0.010960636363636363,-0.010960636363636363
Fear,sekolah les bermain,0.011363636363636364,-0.011363636363636364
Fear,it s so,0.01246,-0.01246
Fear,masalah hari masalah,0.01298709090909091,-0.01298709090909091
Fear,salah satu paling,0.013016454545454546,-0.013016454545454546
Fear,follow save video,0.016395545454545454,-0.016395545454545454
Fear,selama 3 tahun,0.06276618181818182,-0.06276618181818182
Fear,circle to search,0.06576372727272727,-0.06576372727272727
Fear,john glory glory,0.09090909090909091,-0.09090909090909091
Joy,menghasilkan atlet atlet,0.0,0.029314
Joy,datang jakarta menang,0.0,0.027208
Joy,membawa nama baik,0.0,0.026269
Joy,jakarta datang jakarta,0.0,0.024622
Joy,terima kasih kerana,0.0,0.024147
Joy,kasih kerana menonton,0.0,0.024147
Joy,depan salah satu,0.0,0.022727
Joy,test drive mobil,0.0,0.022727
Joy,jangan sampai kelewatan,0.0,0.022727
Joy,3 2 1,0.0005485454545454544,0.022178454545454546
Joy,2025 terima kasih,0.000819,0.021908
Joy,melihat teman teman,0.001098909090909091,0.02162809090909091
Joy,nah menurut kalian,0.003246727272727273,0.019480272727272728
Joy,jakarta menang sukses,0.0,0.017422
Joy,menang sukses jakarta,0.0,0.017422
Joy,set set set,0.0,0.016441
Joy,bener bener bikin,0.0,0.016441
Joy,g3 plus mobil,0.0,0.016071
Joy,perjalanan jauh menggunakan,0.0,0.016071
Joy,one of my,0.0,0.016071
Joy,mulai 299 juta,0.0,0.016071
Joy,langsung coba langsung,0.0,0.016071
Joy,teman teman baru,0.0,0.016071
Joy,plug in hybrid,0.0,0.015692
Joy,jakarta x beauty,0.0,0.015692
Joy,sukses jakarta indonesia,0.00091,0.014894
Joy,ivan gunawan deluxe,0.0,0.014455
Joy,nama baik jakarta,0.0,0.013147
Joy,gini 8 12,0.0,0.012549
Joy,oh my god,0.007107272727272727,0.0060817272727272725
Joy,punya bekas jerawat,0.0005095454545454545,-0.0005095454545454545
Joy,harga 3 jutaan,0.0005153636363636364,-0.0005153636363636364
Joy,salah satunya adalah,0.0005215454545454544,-0.0005215454545454544
Joy,buang air besar,0.0005601818181818182,-0.0005601818181818182
Joy,carbon fiber carbon,0.0005601818181818182,-0.0005601818181818182
Joy,s go langsung,0.0005665454545454546,-0.0005665454545454546
Joy,8gb storage 256gb,0.0005695454545454545,-0.0005695454545454545
Joy,suv leather frame,0.0005755454545454546,-0.0005755454545454546
Joy,sub indo by,0.0005779090909090908,-0.0005779090909090908
Joy,indo by broth3rmax,0.0005779090909090908,-0.0005779090909090908
Joy,nah kira kira,0.0005805454545454546,-0.0005805454545454546
Joy,adaptive cruise control,0.0005954545454545455,-0.0005954545454545455
Joy,bulu mata bawahnya,0.0005966363636363636,-0.0005966363636363636
Joy,paling tipis dunia,0.0006061818181818182,-0.0006061818181818182
