emotion,phrase,other_mean,distinctiveness
Anger,circle to,0.02141222222222222,-0.02141222222222222
Anger,aplikasi lain,0.02141222222222222,-0.02141222222222222
Anger,fitur ai,0.02141222222222222,-0.02141222222222222
Anger,ganti layar,0.02141222222222222,-0.02141222222222222
Anger,kalian banyak,0.02141222222222222,-0.02141222222222222
Anger,to search,0.02141222222222222,-0.02141222222222222
Anger,screen protector,0.02141222222222222,-0.02141222222222222
Anger,pertama langsung,0.02141222222222222,-0.02141222222222222
Anger,info detail,0.02141222222222222,-0.02141222222222222
Anger,cover semua,0.02141222222222222,-0.02141222222222222
Anger,one ui,0.02141222222222222,-0.02141222222222222
Anger,lihat sebelum,0.02141222222222222,-0.02141222222222222
Anger,misalnya butuh,0.02141222222222222,-0.02141222222222222
Anger,pre order,0.02141222222222222,-0.02141222222222222
Anger,glory glory,0.03931944444444444,-0.03931944444444444
Anger,sekitar 3,0.040236777777777774,-0.040236777777777774
Anger,3 kilo,0.04215844444444444,-0.04215844444444444
Anger,john glory,0.04215844444444444,-0.04215844444444444
Anger,long run,0.04215844444444444,-0.04215844444444444
Anger,tahun pertama,0.04282444444444444,-0.04282444444444444
Anger,thank you,0.06373788888888889,-0.06373788888888889
Fear,saham naik,0.0,0.085978
Fear,naik turun,0.0,0.060101
Fear,saham turun,0.0,0.059819
Fear,semua hidup,0.0,0.058976
Fear,pendaraan otak,0.0,0.054423
Fear,hati hati,0.004609090909090909,0.05213990909090909
Fear,memang akhirnya,0.0,0.048227
Fear,lalu turun,0.0,0.047648
Fear,adalah hasil,0.0,0.046029
Fear,olah raga,0.0,0.045701
Fear,saham saham,0.0,0.042903
Fear,jalan jalan,0.0007363636363636363,0.04256663636363636
Fear,serangan jantung,0.0072078181818181816,0.04187518181818182
Fear,pemburu darah,0.0,0.04143
Fear,besar banyak,0.0,0.04143
Fear,sampai sampai,0.0,0.040587
Fear,paling bawah,0.0,0.03764
Fear,paling rendah,0.0,0.036362
Fear,keluar biar,0.0,0.034302
Fear,hari cari,0.0,0.034302
Fear,indonesia perlu,0.0,0.031525
Fear,malam hari,0.0,0.028971
Fear,cewek cewek,0.0,0.026755
Fear,jalan gias,0.0,0.026755
Fear,jalan coba,0.0,0.026755
Fear,kulit gampang,0.0,0.026098
Fear,apalagi sering,0.0,0.026098
Fear,sel kulit,0.0,0.026098
Fear,keluar satu,0.0,0.025233
Fear,eh ternyata,0.0,0.024909
Fear,km per,0.000496,-0.000496
Fear,cacar api,0.0005038181818181818,-0.0005038181818181818
Fear,3 jutaan,0.0005094545454545455,-0.0005094545454545455
Fear,bekas jerawat,0.0005110909090909091,-0.0005110909090909091
Fear,carbon fiber,0.000534,-0.000534
Fear,bukan cuma,0.0005894545454545455,-0.0005894545454545455
Fear,bulu mata,0.0005916363636363636,-0.0005916363636363636
Fear,sobat sehat,0.0006176363636363636,-0.0006176363636363636
Fear,1 2,0.0006180000000000001,-0.0006180000000000001
Fear,bikin kulit,0.0006583636363636364,-0.0006583636363636364
Fear,s go,0.0006614545454545454,-0.0006614545454545454
Fear,warna warna,0.0007103636363636364,-0.0007103636363636364
Fear,vitamin c,0.0007118181818181818,-0.0007118181818181818
Fear,let s,0.0007148181818181818,-0.0007148181818181818
Fear,dr nia,0.0007176363636363637,-0.0007176363636363637
Fear,benar kejutan,0.0007176363636363637,-0.0007176363636363637
Fear,aktivitas besar,0.0007176363636363637,-0.0007176363636363637
Fear,barokah aktivitas,0.0007176363636363637,-0.0007176363636363637
Fear,aktivitas rasa,0.0007176363636363637,-0.0007176363636363637
Fear,waktu menyerahkan,0.0007176363636363637,-0.0007176363636363637
Fear,mengawasi allah,0.0007176363636363637,-0.0007176363636363637
Fear,membantu revaluasi,0.0007176363636363637,-0.0007176363636363637
Fear,aktivitas sebenarnya,0.0007176363636363637,-0.0007176363636363637
Fear,this is,0.0007210909090909091,-0.0007210909090909091
Fear,sampai jam,0.0007245454545454545,-0.0007245454545454545
Fear,kaca film,0.0007265454545454547,-0.0007265454545454547
Fear,cabang olahraga,0.0007335454545454545,-0.0007335454545454545
Fear,komen bawah,0.0007356363636363637,-0.0007356363636363637
Fear,misalnya kalian,0.0007435454545454546,-0.0007435454545454546
Fear,wuling mitra,0.0007517272727272727,-0.0007517272727272727
Fear,love you,0.000758090909090909,-0.000758090909090909
Fear,i love,0.0007613636363636364,-0.0007613636363636364
Fear,selamat datang,0.0007632727272727273,-0.0007632727272727273
Fear,my god,0.0007695454545454546,-0.0007695454545454546
Fear,oh oh,0.0007793636363636364,-0.0007793636363636364
Fear,oke john,0.0007867272727272727,-0.0007867272727272727
Fear,pertama kali,0.0007941818181818182,-0.0007941818181818182
Fear,dk jakarta,0.0008128181818181818,-0.0008128181818181818
Fear,oh my,0.0008134545454545454,-0.0008134545454545454
Fear,belakang bagian,0.000819,-0.000819
Fear,berat badan,0.0008214545454545455,-0.0008214545454545455
Fear,pull up,0.0008410000000000001,-0.0008410000000000001
Fear,200 ribu,0.0009104545454545455,-0.0009104545454545455
Fear,atlet atlet,0.0009839090909090908,-0.0009839090909090908
Fear,dekai jakarta,0.0010185454545454545,-0.0010185454545454545
Fear,sepak bola,0.0011170909090909092,-0.0011170909090909092
Fear,anak anak,0.0011950909090909093,-0.0011950909090909093
Fear,insya allah,0.001231909090909091,-0.001231909090909091
Fear,nama baik,0.001335909090909091,-0.001335909090909091
Fear,4 perunggu,0.0013640000000000002,-0.0013640000000000002
Fear,oke oke,0.0013692727272727272,-0.0013692727272727272
Fear,jakarta indonesia,0.0013831818181818181,-0.0013831818181818181
Fear,segala macam,0.0013881818181818184,-0.0013881818181818184
Fear,warga jakarta,0.001393818181818182,-0.001393818181818182
Fear,gias 2025,0.0014020909090909088,-0.0014020909090909088
Fear,back to,0.0014265454545454546,-0.0014265454545454546
Fear,datang jakarta,0.0014499090909090911,-0.0014499090909090911
Fear,lihat kasih,0.0014609999999999998,-0.0014609999999999998
Fear,kalah kalah,0.0014609999999999998,-0.0014609999999999998
Fear,kerana menonton,0.0014625454545454547,-0.0014625454545454547
Fear,kasih kerana,0.0014625454545454547,-0.0014625454545454547
Fear,menyerang lawan,0.0014946363636363638,-0.0014946363636363638
Fear,2 3,0.001496090909090909,-0.001496090909090909
Fear,ivan gunawan,0.0015018181818181819,-0.0015018181818181819
Fear,dipon 21,0.001503,-0.001503
Fear,agak sedikit,0.0015302727272727273,-0.0015302727272727273
Fear,off road,0.0015472727272727272,-0.0015472727272727272
Fear,jakarta menang,0.0015963636363636362,-0.0015963636363636362
Fear,mas mas,0.001622181818181818,-0.001622181818181818
Fear,tim nasional,0.001987727272727273,-0.001987727272727273
Fear,misalnya water,0.0020217272727272727,-0.0020217272727272727
Fear,solar guard,0.0020617272727272724,-0.0020617272727272724
Fear,enak kalian,0.0020660909090909093,-0.0020660909090909093
Fear,pemain pemain,0.0020660909090909093,-0.0020660909090909093
Fear,para pecinta,0.0020660909090909093,-0.0020660909090909093
Fear,produk warda,0.002090272727272727,-0.002090272727272727
Fear,barrier rusak,0.0021182727272727273,-0.0021182727272727273
Fear,blush on,0.0021194545454545455,-0.0021194545454545455
Fear,make up,0.002165181818181818,-0.002165181818181818
Fear,19 tahun,0.002182909090909091,-0.002182909090909091
Fear,tanda tanda,0.0022227272727272725,-0.0022227272727272725
Fear,luar rumah,0.0022274545454545455,-0.0022274545454545455
Fear,emang eh,0.0024752727272727274,-0.0024752727272727274
Fear,kemarin habis,0.0024775454545454545,-0.0024775454545454545
Fear,bagi kesehatan,0.0024895454545454544,-0.0024895454545454544
Fear,mobil bekas,0.0025950000000000005,-0.0025950000000000005
Fear,benar benar,0.0026377272727272725,-0.0026377272727272725
Fear,les bermain,0.002708727272727273,-0.002708727272727273
Fear,minuman tepat,0.002708727272727273,-0.002708727272727273
Fear,asupan minuman,0.002708727272727273,-0.002708727272727273
Fear,sekolah les,0.002708727272727273,-0.002708727272727273
Fear,mengonsumsi minuman,0.002708727272727273,-0.002708727272727273
Fear,jangan lupa,0.002946818181818182,-0.002946818181818182
Fear,sini sini,0.002978727272727273,-0.002978727272727273
Fear,tiba tiba,0.0030326363636363637,-0.0030326363636363637
Fear,hai kalian,0.003120909090909091,-0.003120909090909091
Fear,sini tunjukin,0.003120909090909091,-0.003120909090909091
Fear,menang menang,0.0031353636363636362,-0.0031353636363636362
Fear,muka muka,0.0031353636363636362,-0.0031353636363636362
Fear,temen temen,0.003147363636363636,-0.003147363636363636
Fear,beliau adalah,0.0031687272727272727,-0.0031687272727272727
Fear,semua otot,0.0032514545454545452,-0.0032514545454545452
Fear,betul betul,0.0032541818181818184,-0.0032541818181818184
Fear,full coverage,0.0032847272727272725,-0.0032847272727272725
Fear,rata rata,0.0033223636363636368,-0.0033223636363636368
Fear,minuman manis,0.0033411818181818182,-0.0033411818181818182
Fear,pas tengah,0.0034416363636363637,-0.0034416363636363637
Fear,banyak pilihannya,0.0034416363636363637,-0.0034416363636363637
Fear,i m,0.0034616363636363638,-0.0034616363636363638
Fear,video video,0.003486090909090909,-0.003486090909090909
Fear,ekonomi indonesia,0.0035129090909090913,-0.0035129090909090913
Fear,makanan sehat,0.0035814545454545457,-0.0035814545454545457
Fear,dki jakarta,0.0036456363636363635,-0.0036456363636363635
Fear,100 kilo,0.0036525454545454543,-0.0036525454545454543
Fear,banyak space,0.0036525454545454543,-0.0036525454545454543
Fear,memindahkan beban,0.0036525454545454543,-0.0036525454545454543
Fear,perlu banyak,0.0036525454545454543,-0.0036525454545454543
Fear,to notice,0.0036525454545454543,-0.0036525454545454543
Fear,diatur layar,0.0036525454545454543,-0.0036525454545454543
Fear,tahan terhadap,0.003732181818181818,-0.003732181818181818
Fear,misalkan gini,0.003762363636363636,-0.003762363636363636
Fear,skin care,0.0037790000000000002,-0.0037790000000000002
Fear,kena serangan,0.0038272727272727273,-0.0038272727272727273
Fear,nah gimana,0.0038294545454545456,-0.0038294545454545456
Fear,harga rp,0.0038607272727272726,-0.0038607272727272726
Fear,masalah hari,0.0038699999999999997,-0.0038699999999999997
Fear,hari masalah,0.0038699999999999997,-0.0038699999999999997
Fear,game changer,0.003935090909090909,-0.003935090909090909
Fear,satu sisi,0.003942545454545455,-0.003942545454545455
Fear,jangan khawatir,0.004119818181818182,-0.004119818181818182
Fear,tinggi gula,0.0043037272727272724,-0.0043037272727272724
Fear,kalian lihat,0.004350000000000001,-0.004350000000000001
Fear,nah menarik,0.004428909090909091,-0.004428909090909091
Fear,your skin,0.004541727272727273,-0.004541727272727273
Fear,kaya kaya,0.004556363636363636,-0.004556363636363636
Fear,real madrid,0.004573636363636364,-0.004573636363636364
Fear,lihat bukan,0.0046194545454545455,-0.0046194545454545455
Fear,satu paling,0.004758,-0.004758
Fear,you need,0.004783272727272727,-0.004783272727272727
Fear,speed 1,0.004792181818181818,-0.004792181818181818
Fear,sebelah sini,0.004814272727272727,-0.004814272727272727
Fear,satu satunya,0.0051467272727272724,-0.0051467272727272724
Fear,s so,0.0054083636363636365,-0.0054083636363636365
Fear,usah banyak,0.005504909090909091,-0.005504909090909091
Fear,paling penting,0.005681818181818182,-0.005681818181818182
Fear,hamil mengalami,0.005771181818181818,-0.005771181818181818
Fear,mual muntah,0.005771181818181818,-0.005771181818181818
Fear,bagus bagus,0.006493454545454546,-0.006493454545454546
Fear,workout rumah,0.0065029090909090904,-0.0065029090909090904
Fear,bukan hanya,0.006575181818181817,-0.006575181818181817
Fear,kejutan kejutan,0.006712181818181818,-0.006712181818181818
Fear,memiliki mindset,0.006797090909090909,-0.006797090909090909
Fear,mindset benar,0.006797090909090909,-0.006797090909090909
Fear,alternatif aman,0.007031090909090909,-0.007031090909090909
Fear,latihan beban,0.007113272727272727,-0.007113272727272727
Fear,it s,0.007199818181818182,-0.007199818181818182
Fear,rumah punya,0.007305181818181818,-0.007305181818181818
Fear,luar biasa,0.007804636363636363,-0.007804636363636363
Fear,kira kira,0.008115454545454545,-0.008115454545454545
Fear,salah satu,0.008772545454545455,-0.008772545454545455
Fear,bener bener,0.00913790909090909,-0.00913790909090909
Fear,ibu hamil,0.009188090909090908,-0.009188090909090908
Fear,teman teman,0.012489000000000002,-0.012489000000000002
Fear,terima kasih,0.013418727272727275,-0.013418727272727275
Fear,memberikan hasil,0.013421272727272726,-0.013421272727272726
Fear,3 tahun,0.013912636363636365,-0.013912636363636365
Fear,main game,0.013912636363636365,-0.013912636363636365
Fear,kalian suka,0.013912636363636365,-0.013912636363636365
Fear,selama 3,0.014177181818181818,-0.014177181818181818
Fear,kanan kiri,0.014469636363636367,-0.014469636363636367
Fear,selama 2,0.015167272727272725,-0.015167272727272725
Fear,2 kali,0.015167272727272725,-0.015167272727272725
Fear,langsung datang,0.01559509090909091,-0.01559509090909091
Fear,kolom komentar,0.01559509090909091,-0.01559509090909091
Fear,1 tahun,0.01559509090909091,-0.01559509090909091
Fear,7 tahun,0.016720545454545457,-0.016720545454545457
Fear,2 tahun,0.016720545454545457,-0.016720545454545457
Fear,circle to,0.017519090909090908,-0.017519090909090908
Fear,aplikasi lain,0.017519090909090908,-0.017519090909090908
Fear,fitur ai,0.017519090909090908,-0.017519090909090908
Fear,ganti layar,0.017519090909090908,-0.017519090909090908
Fear,kalian banyak,0.017519090909090908,-0.017519090909090908
Fear,to search,0.017519090909090908,-0.017519090909090908
Fear,screen protector,0.017519090909090908,-0.017519090909090908
Fear,pertama langsung,0.017519090909090908,-0.017519090909090908
Fear,info detail,0.017519090909090908,-0.017519090909090908
Fear,cover semua,0.017519090909090908,-0.017519090909090908
Fear,one ui,0.017519090909090908,-0.017519090909090908
Fear,lihat sebelum,0.017519090909090908,-0.017519090909090908
Fear,misalnya butuh,0.017519090909090908,-0.017519090909090908
Fear,pre order,0.017519090909090908,-0.017519090909090908
Fear,glory glory,0.032170454545454544,-0.032170454545454544
Fear,sekitar 3,0.032921,-0.032921
Fear,3 kilo,0.03449327272727273,-0.03449327272727273
Fear,john glory,0.03449327272727273,-0.03449327272727273
Fear,long run,0.03449327272727273,-0.03449327272727273
Fear,tahun pertama,0.035038181818181816,-0.035038181818181816
Fear,thank you,0.05214918181818182,-0.05214918181818182
Joy,terima kasih,0.008678636363636362,0.04346236363636364
Joy,19 tahun,0.0,0.024012
Joy,para pecinta,0.0,0.022727
Joy,enak kalian,0.0,0.022727
Joy,pemain pemain,0.0,0.022727
Joy,tim nasional,0.0,0.021865
Joy,luar biasa,0.003719727272727273,0.021464272727272728
Joy,dki jakarta,0.0015650000000000002,0.021322
Joy,teman teman,0.007350272727272728,0.02105972727272727
Joy,mas mas,0.0,0.017844
Joy,jakarta menang,0.0,0.01756
Joy,off road,0.0,0.01702
Joy,agak sedikit,0.0,0.016833
Joy,dipon 21,0.0,0.016533
Joy,ivan gunawan,0.0,0.01652
Joy,menyerang lawan,0.0,0.016441
Joy,kerana menonton,0.0,0.016088
Joy,kasih kerana,0.0,0.016088
Joy,kalah kalah,0.0,0.016071
Joy,lihat kasih,0.0,0.016071
Joy,datang jakarta,0.0,0.015949
Joy,back to,0.0,0.015692
Joy,gias 2025,0.0,0.015423
Joy,warga jakarta,0.0,0.015332
Joy,segala macam,0.0,0.01527
Joy,jakarta indonesia,0.0,0.015215
Joy,oke oke,0.0,0.015062
Joy,4 perunggu,0.0,0.015004
Joy,nama baik,0.0,0.014695
Joy,km per,0.000496,-0.000496
Joy,cacar api,0.0005038181818181818,-0.0005038181818181818
Joy,3 jutaan,0.0005094545454545455,-0.0005094545454545455
Joy,bekas jerawat,0.0005110909090909091,-0.0005110909090909091
Joy,carbon fiber,0.000534,-0.000534
Joy,bukan cuma,0.0005894545454545455,-0.0005894545454545455
Joy,bulu mata,0.0005916363636363636,-0.0005916363636363636
Joy,sobat sehat,0.0006176363636363636,-0.0006176363636363636
Joy,1 2,0.0006180000000000001,-0.0006180000000000001
Joy,bikin kulit,0.0006583636363636363,-0.0006583636363636363
Joy,s go,0.0006614545454545456,-0.0006614545454545456
Joy,warna warna,0.0007103636363636364,-0.0007103636363636364
