id,emotion,punya_caption,sebab,url
315,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/12ENYEj_jRUN8l0Mj2e-6yjilOwqvnQOl/view?usp=sharing
316,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/14DVME9QFrjHl0N8FD7vI-c11kqz9Ev-C/view?usp=sharing
317,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1u4RaQEcXtvZ3PcEZ_3XxdvZbd3LehmUA/view?usp=sharing
318,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1oVqUQe3KXE6ZiakQGOLSV39FSSxSZflf/view?usp=sharing
319,Anger,tidak,Drive: file dihapus,https://drive.google.com/file/d/13eE_1qXoSDqlVNxyi41nLlHOfroaGvgF/view?usp=sharing
320,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1_1pUppoq1CubSilNkIilvXy9BUMvqN5a/view?usp=sharing
389,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1-n-P6UQqIBYoTzxtEze3qKSj8A8hYlr7/view?usp=sharing
390,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/102kK5zq2dvrb81sAoK6tOcWExWj15pRX/view?usp=sharing
391,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/109Zhcay8nqy9EBWMevT6Efw7pBoAOinQ/view?usp=sharing
392,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/10oaPryWiAQJ1zhgvz9umlAsLGwVb7Qk0/view?usp=sharing
393,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/11m6BZ-FlGSep5Yk_OXG-l4vXVscj3XiV/view?usp=sharing
394,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/16isnjbizI64UPWSWc29ADT-Da0iWuKtu/view?usp=sharing
395,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/19ai_jDyg7RQ4a7v8qmkgF9GPuOAR1zvI/view?usp=sharing
396,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1AKOpU-T717YOtLwbTSqV1ECf1SarMYzR/view?usp=sharing
397,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1C_hIfvMOCncO8cucOt-XXwhob0EZ1F6p/view?usp=sharing
398,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1GirafhnqZPpOpv2qn7G7Unp1yKeBRvSW/view?usp=sharing
399,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1KAy5cgBU386KwCjEeaniP4P7FDkWu5cH/view?usp=sharing
400,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1Oc5Q-niMiBiAH2QEv-RxW7jJX1ldfrfi/view?usp=sharing
401,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1PO2U34pcKAcxAOJtwmSejmRgNB5koTEi/view?usp=sharing
402,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1REqm_JWcaZA73Jy4XMtl-gd7CiExVizn/view?usp=sharing
403,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1RuG8tAU9xSDT6oYf_gox_krLOGl5zZAT/view?usp=sharing
404,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1SClBWIykBWYBR97lUcitK1nbexZJMpVn/view?usp=sharing
405,Fear,tidak,Drive: file dihapus,https://drive.google.com/file/d/1SLzwB2vFY8ZxxWJQWagAlk_Q8qdKvQZu/view?usp=sharing
406,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1TsssLBV9UK2CyCeHY-qWf-AN7xdqWVSL/view?usp=sharing
407,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1Yl1ocOLrNkvokbxAJNGFJd6FC1eYzhm4/view?usp=sharing
408,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1b7WCqKGBXJD4wZia0ke1CP9ZYituynGn/view?usp=sharing
409,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1bh-6oY-dAOw08yVXIc-416tDFEeisPFR/view?usp=sharing
410,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1clMd4lL0Odism-RJzRkkGlbpnsNxVnUt/view?usp=sharing
411,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1g7Psf62v7dErnIBYEvpxtfc1djyMCS0l/view?usp=sharing
412,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1fxLBDzhzEvq589e2pwRIgajrLKvTu2YD/view?usp=sharing
413,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1g2liHVQnD1CUknV6v8CMX2kdinFYaXIu/view?usp=sharing
414,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1irj5JRI7t68x1Or_uWrbpv-9Xa7cGyWE/view?usp=sharing
415,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1k7yqx0DAeO8yMyj5va5Oe8mgB0Jialu5/view?usp=sharing
416,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1kWnsda1Gnjv95ftXeZYL2A_N-sz1RJ2R/view?usp=sharing
417,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1kj1MAL40UOCtOhBoBisMdVWELfzRgWZp/view?usp=sharing
418,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1ks5YYxJtTG-YB49TdxqZT0Eme3zMRb-b/view?usp=sharing
419,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1lJeWDVKUMGYuTio3v5VayeJIojWGQW6E/view?usp=sharing
420,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1qIq1UsEs-OgQahU8FAu93jkv7KpmlsKA/view?usp=sharing
421,Trust,tidak,Drive: file dihapus,https://drive.google.com/file/d/1vjaFMg4gcw513QhmK2q3d2gg-Y5oB71U/view?usp=sharing
422,Surprise,tidak,Drive: file dihapus,https://drive.google.com/file/d/1x50LZ0k1yXgSGNIjv0md22yM06WKPKuU/view?usp=sharing
423,Proud,tidak,Drive: file dihapus,https://drive.google.com/file/d/1xohZ4PTuUWwJKHH-nlKLsfWgcUe6q0gE/view?usp=sharing
424,Joy,tidak,Drive: file dihapus,https://drive.google.com/file/d/1yLyoC9nI4gazvTGLfppJVKitpQA1xb9K/view?usp=sharing
459,Proud,tidak,IG: HTTP 400 (post mati/dibatasi),https://www.instagram.com/reel/DLZlNnoRLn1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
460,Trust,tidak,IG: HTTP 400 (post mati/dibatasi),https://www.instagram.com/reel/DLUesJ4RTin/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
591,Trust,tidak,IG: HTTP 400 (post mati/dibatasi),https://www.instagram.com/reel/C-wcAZ2vJSE/?igsh=MWtwa2Q2aTQxZ2U0Zg==
635,Trust,tidak,IG: empty media (post mati),https://instagram.com/p/DGsKrpyyPZW/
668,Surprise,tidak,IG: DownloadError: ERROR: [Instagram] DKUTIIdRszz,https://www.instagram.com/reel/DKUTIIdRszz/?hl=id
670,Surprise,tidak,IG: dihapus/private,https://www.instagram.com/reel/DJWSQBhxALE/?hl=id
683,Sad,tidak,CDN: URL kadaluarsa (403),"https://scontent-cgk2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPYnSGoFjuMdsjQNQBN-KPMwY0jLAnqYkNsP8f742yXa0TpgITMz5053fziOwgxG_VhxIHEQ7mpaDYzxAtdF9MOYDteRNZhXevG8ZE.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_ohc=iokpCMvVPdAQ7kNvwGh0pTe&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzQzNjQ0Mjg4MDI4NjMxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6ODcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=91cc9ad00c4a209e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GRTQ4QjAzN0U5MDExNkRGNzY4QjUzQUQ5NEMzMDU5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQWVlSXg0ZUs1YmdDeU1GQUFpWWxqMzlDcmwwYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrr-E2uWV0gIVAigCQzMsF0BVxmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uGYR9tdSTLtNR-5m1txQvw&_nc_zt=28&oh=00_AfWQtOSkaS_-93qIgXT56zl5Vk7Dl3DdDK2BdgHXVoKRUg&oe=689B8055, https://scontent-cgk2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPYnSGoFjuMdsjQNQBN-KPMwY0jLAnqYkNsP8f742yXa0TpgITMz5053fziOwgxG_VhxIHEQ7mpaDYzxAtdF9MOYDteRNZhXevG8ZE.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_ohc=iokpCMvVPdAQ7kNvwGh0pTe&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzQzNjQ0Mjg4MDI4NjMxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6ODcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=91cc9ad00c4a209e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GRTQ4QjAzN0U5MDExNkRGNzY4QjUzQUQ5NEMzMDU5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQWVlSXg0ZUs1YmdDeU1GQUFpWWxqMzlDcmwwYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrr-E2uWV0gIVAigCQzMsF0BVxmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uGYR9tdSTLtNR-5m1txQvw&_nc_zt=28&oh=00_AfWQtOSkaS_-93qIgXT56zl5Vk7Dl3DdDK2BdgHXVoKRUg&oe=689B8055, https://scontent-cgk2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPYnSGoFjuMdsjQNQBN-KPMwY0jLAnqYkNsP8f742yXa0TpgITMz5053fziOwgxG_VhxIHEQ7mpaDYzxAtdF9MOYDteRNZhXevG8ZE.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_ohc=iokpCMvVPdAQ7kNvwGh0pTe&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzQzNjQ0Mjg4MDI4NjMxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6ODcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=91cc9ad00c4a209e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GRTQ4QjAzN0U5MDExNkRGNzY4QjUzQUQ5NEMzMDU5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQWVlSXg0ZUs1YmdDeU1GQUFpWWxqMzlDcmwwYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrr-E2uWV0gIVAigCQzMsF0BVxmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uGYR9tdSTLtNR-5m1txQvw&_nc_zt=28&oh=00_AfWQtOSkaS_-93qIgXT56zl5Vk7Dl3DdDK2BdgHXVoKRUg&oe=689B8055"
684,Surprise,tidak,CDN: URL kadaluarsa (403),"https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQNLQw83UEeOwNEKRHDbUX16zTeoBKrVnoesLW68kqGtWi0u_cmqP4JogzCCB55yIFj0cLyeSfrTiB4WEfD2HqUTy1lsqxzaouPA3Ik.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=-kJ0v2SJyvQQ7kNvwEyMQPo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQwMTg1NTMyNzQ0OTczNDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=c0d4854ce0a1dec5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDAwRTVFRjBDMUJCM0E1RDU0QjU3QTZDRUU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT1Q5eVI3UjdMZUtNUU1FQU9NYlJ6akEzUm9MYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm_uSP_-avqlUVAigCQzMsF0A-mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVPkdga5DFDYZVJgDG3dXwuLauNdcCR3cAoX3ZAsjHpgQ&oe=689B8417, https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQNLQw83UEeOwNEKRHDbUX16zTeoBKrVnoesLW68kqGtWi0u_cmqP4JogzCCB55yIFj0cLyeSfrTiB4WEfD2HqUTy1lsqxzaouPA3Ik.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=-kJ0v2SJyvQQ7kNvwEyMQPo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQwMTg1NTMyNzQ0OTczNDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=c0d4854ce0a1dec5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDAwRTVFRjBDMUJCM0E1RDU0QjU3QTZDRUU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT1Q5eVI3UjdMZUtNUU1FQU9NYlJ6akEzUm9MYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm_uSP_-avqlUVAigCQzMsF0A-mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVPkdga5DFDYZVJgDG3dXwuLauNdcCR3cAoX3ZAsjHpgQ&oe=689B8417, https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQNLQw83UEeOwNEKRHDbUX16zTeoBKrVnoesLW68kqGtWi0u_cmqP4JogzCCB55yIFj0cLyeSfrTiB4WEfD2HqUTy1lsqxzaouPA3Ik.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=-kJ0v2SJyvQQ7kNvwEyMQPo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQwMTg1NTMyNzQ0OTczNDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=c0d4854ce0a1dec5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDAwRTVFRjBDMUJCM0E1RDU0QjU3QTZDRUU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT1Q5eVI3UjdMZUtNUU1FQU9NYlJ6akEzUm9MYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm_uSP_-avqlUVAigCQzMsF0A-mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVPkdga5DFDYZVJgDG3dXwuLauNdcCR3cAoX3ZAsjHpgQ&oe=689B8417"
685,Proud,tidak,CDN: URL kadaluarsa (403),"https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQP8VhVKfBFuPBb-cSz5JkvwEhg7lN_SGeMMsCkJG51Y1zbE2nhHVUyJOxshisSSOtDmRLZUfJMa_xsNGkk2TxefeRL5MJgtLf56ni4.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=omw6CRV3AUoQ7kNvwGiRZXo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk4NTYzNzE2ODkwODYxNSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=7455e4e03a036349&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80NTRGOTY2RTE0MjNGQTcyRDUzMTI3REJDQjM0NEJCRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ2dOMmg3c2ZjX3J4eUlGQU9icFEtaXE3V1ZGYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjqXY4aX7hgcVAigCQzMsF0BSRmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVxmW17NCvN6yQM0qNMQwA10ijEyTv5XG8-w-gSJecUFA&oe=689B8839, https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQP8VhVKfBFuPBb-cSz5JkvwEhg7lN_SGeMMsCkJG51Y1zbE2nhHVUyJOxshisSSOtDmRLZUfJMa_xsNGkk2TxefeRL5MJgtLf56ni4.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=omw6CRV3AUoQ7kNvwGiRZXo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk4NTYzNzE2ODkwODYxNSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=7455e4e03a036349&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80NTRGOTY2RTE0MjNGQTcyRDUzMTI3REJDQjM0NEJCRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ2dOMmg3c2ZjX3J4eUlGQU9icFEtaXE3V1ZGYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjqXY4aX7hgcVAigCQzMsF0BSRmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVxmW17NCvN6yQM0qNMQwA10ijEyTv5XG8-w-gSJecUFA&oe=689B8839, https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQP8VhVKfBFuPBb-cSz5JkvwEhg7lN_SGeMMsCkJG51Y1zbE2nhHVUyJOxshisSSOtDmRLZUfJMa_xsNGkk2TxefeRL5MJgtLf56ni4.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=omw6CRV3AUoQ7kNvwGiRZXo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk4NTYzNzE2ODkwODYxNSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=7455e4e03a036349&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80NTRGOTY2RTE0MjNGQTcyRDUzMTI3REJDQjM0NEJCRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ2dOMmg3c2ZjX3J4eUlGQU9icFEtaXE3V1ZGYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjqXY4aX7hgcVAigCQzMsF0BSRmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVxmW17NCvN6yQM0qNMQwA10ijEyTv5XG8-w-gSJecUFA&oe=689B8839"
