key,split,id,emotion,url
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,train,98,Trust,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,train,99,Trust,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,train,100,Proud,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,train,101,Trust,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,train,102,Surprise,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,test,18,,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,test,26,,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,test,27,,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_12YBpn9zWc_3FfDadbmlip4s98_GjqUGY,test,28,,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link
gd_1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2,train,247,Surprise,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link
gd_1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2,train,248,Surprise,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link
gd_1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2,train,249,Trust,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link
gd_1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2,train,250,Proud,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link
gd_1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2,train,251,Surprise,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link
gd_1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2,train,252,Surprise,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link
gd_1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws,train,244,Surprise,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing
gd_1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws,train,245,Sad,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing
gd_1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws,train,246,Trust,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing
gd_1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1,train,434,Surprise,https://drive.google.com/file/d/1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1/view?usp=sharing
gd_1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1,train,436,Proud,https://drive.google.com/file/d/1GofpxQoe1aEQ7ILgar9UovnPEwRZrSg1/view?usp=drive_link
gd_1dsVjPJUpdCGwTGQRFN2XFe3rWCxMdkd1,train,432,Proud,https://drive.google.com/file/d/1dsVjPJUpdCGwTGQRFN2XFe3rWCxMdkd1/view?usp=sharing
gd_1dsVjPJUpdCGwTGQRFN2XFe3rWCxMdkd1,train,433,Trust,https://drive.google.com/file/d/1dsVjPJUpdCGwTGQRFN2XFe3rWCxMdkd1/view?usp=sharing
gd_1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq,train,435,Trust,https://drive.google.com/file/d/1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq/view?usp=sharing
gd_1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq,train,437,Proud,https://drive.google.com/file/d/1u5RE2qDiN4SbtFHDd0zIIEP9er1-Y2Uq/view?usp=drive_link
ig_DGVkYrhzf3h,train,512,Joy,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ig_DGVkYrhzf3h,train,515,Trust,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ig_DGVkYrhzf3h,test,119,,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ig_DNI1jwNyrfX,train,491,Surprise,"https://www.instagram.com/reel/DNI1jwNyrfX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== 										"
ig_DNI1jwNyrfX,train,492,Proud,https://www.instagram.com/reel/DNI1jwNyrfX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
