id,y,oof
120,Surprise,Joy
121,Trust,Joy
122,Joy,Joy
123,Love,Joy
124,Surprise,Proud
125,Proud,Proud
126,Proud,Trust
127,Proud,Joy
128,Surprise,Surprise
129,Surprise,Trust
130,Surprise,Trust
131,Surprise,Surprise
132,Sad,Joy
133,Surprise,Surprise
134,Anger,Surprise
135,Proud,Surprise
136,Anger,Surprise
137,Surprise,Anger
138,Proud,Joy
139,Surprise,Proud
140,Surprise,Surprise
141,Surprise,Trust
142,Surprise,Surprise
143,Surprise,Surprise
144,Surprise,Surprise
145,Sad,Surprise
146,Surprise,Proud
147,Surprise,Surprise
148,Trust,Trust
149,Surprise,Surprise
150,Trust,Trust
151,Proud,Surprise
152,Trust,Surprise
153,Surprise,Surprise
154,Trust,Trust
155,Surprise,Proud
156,Surprise,Trust
157,Trust,Surprise
158,Surprise,Surprise
159,Surprise,Surprise
160,Surprise,Surprise
161,Surprise,Surprise
162,Surprise,Trust
163,Trust,Surprise
164,Surprise,Surprise
165,Proud,Surprise
166,Proud,Surprise
167,Anger,Surprise
168,Surprise,Surprise
169,Trust,Surprise
170,Joy,Surprise
171,Surprise,Surprise
172,Surprise,Surprise
173,Surprise,Surprise
174,Trust,Surprise
175,Surprise,Anger
176,Surprise,Surprise
177,Proud,Joy
178,Surprise,Surprise
179,Surprise,Trust
180,Surprise,Surprise
181,Surprise,Trust
182,Trust,Surprise
183,Surprise,Surprise
184,Surprise,Surprise
185,Surprise,Surprise
186,Surprise,Trust
187,Surprise,Proud
188,Surprise,Surprise
189,Surprise,Surprise
190,Trust,Proud
191,Surprise,Surprise
192,Surprise,Surprise
193,Proud,Trust
194,Surprise,Surprise
195,Trust,Surprise
196,Surprise,Surprise
197,Surprise,Surprise
198,Proud,Surprise
199,Anger,Surprise
200,Proud,Proud
201,Surprise,Proud
202,Proud,Trust
203,Proud,Trust
204,Proud,Surprise
205,Proud,Surprise
206,Trust,Surprise
207,Trust,Proud
208,Surprise,Proud
209,Trust,Proud
210,Trust,Proud
211,Trust,Surprise
212,Surprise,Proud
213,Surprise,Trust
214,Proud,Surprise
215,Surprise,Proud
216,Trust,Surprise
217,Trust,Surprise
218,Sad,Trust
219,Trust,Proud
220,Surprise,Trust
221,Surprise,Trust
222,Proud,Proud
223,Surprise,Proud
224,Surprise,Proud
225,Proud,Trust
226,Trust,Surprise
227,Surprise,Surprise
228,Proud,Trust
229,Surprise,Surprise
230,Proud,Trust
231,Trust,Proud
232,Trust,Surprise
233,Trust,Trust
234,Proud,Trust
235,Surprise,Trust
236,Surprise,Surprise
237,Surprise,Trust
238,Proud,Trust
239,Trust,Proud
240,Surprise,Trust
241,Proud,Trust
242,Trust,Proud
243,Trust,Proud
244,Surprise,Proud
245,Sad,Proud
246,Trust,Proud
247,Surprise,Proud
248,Surprise,Proud
249,Trust,Proud
250,Proud,Proud
251,Surprise,Proud
252,Surprise,Proud
253,Trust,Surprise
254,Surprise,Surprise
255,Surprise,Trust
256,Proud,Trust
257,Joy,Proud
258,Trust,Surprise
259,Proud,Surprise
260,Surprise,Trust
261,Surprise,Proud
262,Trust,Surprise
263,Surprise,Surprise
264,Joy,Surprise
265,Trust,Proud
266,Proud,Trust
267,Surprise,Joy
268,Joy,Trust
269,Proud,Proud
270,Surprise,Proud
271,Trust,Proud
272,Trust,Trust
273,Joy,Trust
274,Surprise,Trust
275,Surprise,Trust
276,Surprise,Surprise
277,Trust,Trust
278,Joy,Joy
279,Joy,Proud
280,Joy,Trust
281,Trust,Trust
282,Joy,Trust
283,Joy,Trust
284,Trust,Surprise
285,Trust,Trust
286,Surprise,Trust
287,Neutral,Proud
288,Proud,Proud
289,Surprise,Joy
290,Surprise,Trust
291,Proud,Surprise
292,Trust,Trust
293,Proud,Trust
294,Surprise,Surprise
295,Anger,Surprise
296,Anger,Surprise
297,Surprise,Surprise
298,Anger,Surprise
299,Surprise,Surprise
300,Surprise,Surprise
301,Anger,Surprise
302,Trust,Trust
303,Surprise,Surprise
304,Proud,Surprise
305,Surprise,Trust
306,Surprise,Surprise
307,Surprise,Trust
308,Surprise,Trust
309,Surprise,Surprise
310,Surprise,Surprise
311,Trust,Surprise
312,Proud,Surprise
313,Surprise,Surprise
314,Surprise,Trust
315,Surprise,Surprise
316,Surprise,Trust
317,Surprise,Surprise
318,Surprise,Surprise
319,Anger,Surprise
320,Surprise,Surprise
321,Surprise,Trust
322,Surprise,Surprise
323,Surprise,Surprise
324,Trust,Trust
325,Trust,Trust
326,Trust,Trust
327,Surprise,Surprise
328,Surprise,Trust
329,Proud,Surprise
330,Trust,Trust
331,Trust,Trust
332,Proud,Trust
333,Proud,Trust
334,Surprise,Trust
335,Proud,Surprise
336,Proud,Trust
337,Surprise,Surprise
338,Proud,Surprise
339,Proud,Trust
340,Surprise,Surprise
341,Proud,Trust
342,Proud,Proud
343,Anger,Surprise
344,Proud,Anger
345,Surprise,Surprise
346,Surprise,Anger
347,Proud,Surprise
348,Trust,Trust
349,Trust,Trust
350,Surprise,Trust
351,Trust,Trust
352,Surprise,Trust
353,Surprise,Proud
354,Surprise,Surprise
355,Surprise,Proud
356,Trust,Trust
357,Proud,Surprise
358,Surprise,Proud
359,Proud,Surprise
360,Surprise,Surprise
361,Surprise,Surprise
362,Surprise,Surprise
363,Surprise,Surprise
364,Surprise,Surprise
365,Proud,Surprise
366,Surprise,Surprise
367,Surprise,Surprise
368,Surprise,Proud
369,Joy,Surprise
370,Surprise,Surprise
371,Surprise,Surprise
372,Trust,Surprise
373,Surprise,Surprise
374,Trust,Proud
375,Surprise,Trust
376,Surprise,Proud
377,Trust,Proud
378,Surprise,Proud
379,Loyalty,Surprise
380,Surprise,Proud
381,Surprise,Surprise
382,Trust,Trust
383,Proud,Trust
384,Surprise,Surprise
385,Surprise,Proud
386,Proud,Surprise
387,Surprise,Proud
388,Surprise,Proud
389,Surprise,Surprise
390,Trust,Surprise
391,Trust,Trust
392,Trust,Surprise
393,Trust,Trust
394,Surprise,Surprise
395,Surprise,Trust
396,Proud,Surprise
397,Proud,Surprise
398,Trust,Surprise
399,Trust,Surprise
400,Trust,Surprise
401,Proud,Surprise
402,Proud,Surprise
403,Proud,Surprise
404,Trust,Surprise
405,Fear,Trust
406,Surprise,Surprise
407,Proud,Trust
408,Proud,Surprise
409,Surprise,Surprise
410,Surprise,Surprise
411,Proud,Surprise
412,Proud,Surprise
413,Trust,Surprise
414,Trust,Surprise
415,Trust,Surprise
416,Surprise,Surprise
417,Trust,Surprise
418,Proud,Trust
419,Proud,Surprise
420,Surprise,Surprise
421,Trust,Surprise
422,Surprise,Surprise
423,Proud,Surprise
424,Joy,Surprise
425,Trust,Surprise
426,Anger,Surprise
427,Proud,Trust
428,Proud,Surprise
429,Surprise,Surprise
430,Anger,Surprise
431,Trust,Proud
432,Proud,Trust
433,Trust,Trust
434,Surprise,Proud
435,Trust,Proud
436,Proud,Proud
437,Proud,Proud
438,Proud,Trust
439,Trust,Trust
440,Surprise,Trust
441,Trust,Trust
442,Proud,Trust
443,Joy,Trust
444,Proud,Surprise
445,Trust,Proud
446,Surprise,Proud
447,Proud,Surprise
448,Trust,Proud
449,Sad,Trust
450,Trust,Trust
451,Surprise,Trust
452,Trust,Trust
453,Trust,Trust
454,Proud,Trust
455,Trust,Proud
456,Surprise,Trust
457,Joy,Proud
458,Neutral,Trust
459,Proud,Surprise
460,Trust,Trust
461,Surprise,Trust
462,Trust,Trust
463,Proud,Trust
464,Proud,Trust
465,Trust,Surprise
466,Surprise,Trust
467,Proud,Trust
468,Surprise,Surprise
469,Trust,Proud
470,Proud,Trust
471,Trust,Proud
472,Proud,Trust
473,Trust,Trust
474,Proud,Trust
475,Surprise,Trust
476,Trust,Surprise
477,Trust,Proud
478,Surprise,Surprise
479,Proud,Surprise
480,Trust,Trust
481,Anger,Surprise
482,Proud,Trust
483,Trust,Trust
484,Surprise,Trust
485,Trust,Proud
486,Trust,Proud
487,Trust,Proud
488,Proud,Trust
489,Trust,Proud
490,Surprise,Trust
491,Surprise,Trust
492,Proud,Trust
493,Surprise,Trust
494,Proud,Joy
495,Proud,Trust
496,Surprise,Proud
497,Proud,Trust
498,Surprise,Surprise
499,Proud,Trust
500,Joy,Joy
501,Joy,Joy
502,Trust,Anger
503,Trust,Proud
504,Trust,Joy
505,Trust,Surprise
506,Trust,Surprise
507,Trust,Trust
508,Surprise,Surprise
509,Joy,Surprise
510,Surprise,Trust
511,Trust,Trust
512,Joy,Surprise
513,Trust,Surprise
514,Joy,Trust
515,Trust,Surprise
516,Surprise,Trust
517,Trust,Joy
518,Trust,Trust
519,Anger,Anger
520,Trust,Proud
521,Proud,Surprise
522,Joy,Surprise
523,Surprise,Surprise
524,Trust,Proud
525,Proud,Proud
526,Surprise,Trust
527,Proud,Joy
528,Joy,Proud
529,Joy,Trust
530,Proud,Joy
531,Trust,Trust
532,Proud,Trust
533,Trust,Trust
534,Trust,Trust
535,Trust,Joy
536,Joy,Proud
537,Proud,Joy
538,Trust,Trust
539,Proud,Trust
540,Trust,Proud
541,Surprise,Joy
542,Surprise,Joy
543,Proud,Trust
544,Surprise,Proud
545,Joy,Trust
546,Proud,Joy
547,Trust,Trust
548,Proud,Surprise
549,Trust,Joy
550,Proud,Trust
551,Surprise,Trust
552,Proud,Joy
553,Joy,Proud
554,Proud,Joy
555,Joy,Joy
556,Surprise,Surprise
557,Neutral,Surprise
558,Surprise,Proud
559,Surprise,Surprise
560,Surprise,Surprise
561,Trust,Surprise
562,Proud,Trust
563,Proud,Surprise
564,Trust,Sad
565,Surprise,Trust
566,Surprise,Sad
567,Surprise,Surprise
568,Proud,Surprise
569,Trust,Surprise
570,Surprise,Trust
571,Surprise,Proud
572,Trust,Proud
573,Surprise,Surprise
574,Surprise,Surprise
575,Surprise,Surprise
576,Sad,Surprise
577,Trust,Proud
578,Sad,Surprise
579,Proud,Surprise
580,Surprise,Surprise
581,Neutral,Trust
582,Joy,Proud
583,Surprise,Proud
584,Surprise,Surprise
585,Proud,Proud
586,Surprise,Proud
587,Proud,Surprise
588,Surprise,Surprise
589,Surprise,Trust
590,Surprise,Surprise
591,Trust,Surprise
592,Surprise,Surprise
593,Surprise,Sad
594,Trust,Surprise
595,Proud,Trust
596,Surprise,Surprise
597,Surprise,Trust
598,Surprise,Trust
599,Proud,Proud
600,Surprise,Trust
601,Trust,Proud
602,Proud,Surprise
603,Surprise,Trust
604,Proud,Surprise
605,Surprise,Trust
606,Surprise,Proud
607,Surprise,Surprise
608,Surprise,Surprise
609,Proud,Surprise
610,Surprise,Surprise
611,Surprise,Proud
612,Anger,Proud
613,Sad,Trust
614,Proud,Trust
615,Surprise,Surprise
616,Trust,Sad
617,Surprise,Surprise
618,Surprise,Surprise
619,Trust,Trust
620,Surprise,Surprise
621,Surprise,Surprise
622,Surprise,Surprise
623,Proud,Surprise
624,Surprise,Surprise
625,Surprise,Surprise
626,Joy,Surprise
627,Surprise,Surprise
628,Sad,Surprise
629,Joy,Surprise
630,Surprise,Surprise
631,Surprise,Surprise
632,Surprise,Trust
633,Proud,Surprise
634,Surprise,Sad
635,Trust,Surprise
636,Surprise,Anger
637,Proud,Surprise
638,Trust,Surprise
639,Trust,Fear
640,Trust,Surprise
641,Surprise,Surprise
642,Surprise,Surprise
643,Surprise,Surprise
644,Surprise,Surprise
645,Surprise,Sad
646,Surprise,Surprise
647,Surprise,Surprise
648,Trust,Surprise
649,Surprise,Surprise
650,Surprise,Surprise
651,Sad,Surprise
652,Trust,Surprise
653,Surprise,Surprise
654,Surprise,Sad
655,Fear,Sad
656,Sad,Fear
657,Surprise,Surprise
658,Anger,Anger
659,Neutral,Surprise
660,Trust,Surprise
661,Sad,Proud
662,Fear,Surprise
663,Surprise,Fear
664,Sad,Trust
665,Anger,Surprise
666,Surprise,Fear
667,Surprise,Fear
668,Surprise,Trust
669,Fear,Fear
670,Surprise,Surprise
671,Surprise,Fear
672,Surprise,Proud
673,Proud,Surprise
674,Proud,Fear
675,Proud,Fear
676,Surprise,Proud
677,Surprise,Fear
678,Surprise,Trust
679,Surprise,Surprise
680,Proud,Fear
681,Proud,Sad
682,Surprise,Fear
683,Sad,Surprise
684,Surprise,Surprise
685,Proud,Surprise
686,Trust,Trust
687,Proud,Trust
688,Trust,Surprise
689,Surprise,Surprise
690,Proud,Proud
691,Trust,Trust
692,Trust,Surprise
693,Trust,Surprise
694,Trust,Surprise
695,Surprise,Surprise
696,Neutral,Surprise
697,Proud,Surprise
698,Surprise,Trust
699,Surprise,Surprise
700,Surprise,Surprise
701,Surprise,Surprise
702,Surprise,Trust
703,Trust,Trust
704,Surprise,Trust
705,Surprise,Surprise
706,Trust,Surprise
707,Surprise,Trust
708,Joy,Trust
709,Trust,Surprise
710,Joy,Trust
711,Proud,Trust
712,Trust,Surprise
713,Trust,Surprise
714,Trust,Surprise
715,Trust,Surprise
716,Trust,Fear
717,Trust,Fear
718,Fear,Surprise
719,Trust,Surprise
720,Fear,Anger
721,Fear,Surprise
722,Fear,Surprise
723,Fear,Fear
724,Trust,Fear
725,Anger,Anger
726,Fear,Anger
727,Anger,Surprise
728,Anger,Surprise
729,Fear,Surprise
730,Joy,Surprise
731,Anger,Anger
732,Joy,Anger
733,Anger,Fear
734,Anger,Anger
735,Anger,Surprise
736,Anger,Anger
737,Fear,Anger
738,Anger,Anger
739,Anger,Fear
740,Fear,Anger
741,Anger,Trust
742,Anger,Surprise
743,Surprise,Trust
744,Trust,Trust
745,Proud,Trust
746,Surprise,Surprise
747,Joy,Trust
748,Surprise,Anger
749,Trust,Trust
750,Surprise,Surprise
751,Anger,Surprise
752,Trust,Trust
753,Surprise,Anger
754,Trust,Surprise
755,Surprise,Trust
756,Surprise,Trust
757,Trust,Trust
758,Surprise,Surprise
759,Surprise,Trust
760,Trust,Trust
761,Surprise,Trust
762,Surprise,Anger
763,Trust,Trust
764,Surprise,Surprise
765,Fear,Trust
766,Surprise,Trust
767,Trust,Anger
768,Surprise,Trust
769,Surprise,Anger
770,Trust,Sad
771,Anger,Trust
772,Surprise,Surprise
773,Proud,Proud
774,Trust,Joy
775,Trust,Surprise
776,Surprise,Surprise
777,Trust,Surprise
778,Trust,Proud
779,Trust,Joy
780,Proud,Trust
781,Surprise,Proud
782,Joy,Proud
783,Proud,Trust
784,Trust,Surprise
785,Surprise,Joy
786,Trust,Proud
787,Surprise,Surprise
788,Surprise,Trust
789,Proud,Proud
790,Surprise,Proud
791,Surprise,Surprise
792,Joy,Surprise
793,Proud,Proud
794,Joy,Surprise
795,Trust,Surprise
796,Surprise,Trust
797,Proud,Surprise
798,Proud,Surprise
799,Surprise,Anger
800,Surprise,Surprise
801,Proud,Surprise
802,Anger,Surprise
803,Surprise,Surprise
