id,y,oof
118,Proud,Proud
119,Anger,Surprise
120,Surprise,Surprise
121,Trust,Proud
122,Joy,Surprise
123,Love,Proud
124,Surprise,Surprise
125,Proud,Proud
126,Proud,Surprise
127,Proud,Surprise
128,Surprise,Surprise
129,Surprise,Joy
130,Surprise,Surprise
131,Surprise,Surprise
132,Sad,Surprise
133,Surprise,Proud
134,Anger,Surprise
135,Proud,Surprise
136,Anger,Surprise
137,Surprise,Surprise
138,Proud,Trust
139,Surprise,Surprise
140,Surprise,Surprise
141,Surprise,Surprise
142,Surprise,Proud
143,Surprise,Surprise
144,Surprise,Surprise
145,Sad,Surprise
146,Surprise,Surprise
147,Surprise,Surprise
148,Trust,Trust
149,Surprise,Surprise
150,Trust,Surprise
151,Proud,Trust
152,Trust,Trust
153,Surprise,Trust
154,Trust,Proud
155,Surprise,Surprise
156,Surprise,Surprise
157,Trust,Trust
158,Surprise,Surprise
159,Surprise,Surprise
160,Surprise,Proud
161,Surprise,Surprise
162,Surprise,Trust
163,Trust,Surprise
164,Surprise,Surprise
165,Proud,Proud
166,Proud,Surprise
167,Anger,Surprise
168,Surprise,Surprise
169,Trust,Proud
170,Joy,Surprise
171,Surprise,Trust
172,Surprise,Surprise
173,Surprise,Surprise
174,Trust,Surprise
175,Surprise,Anger
176,Surprise,Surprise
177,Proud,Surprise
178,Surprise,Surprise
179,Surprise,Trust
180,Surprise,Surprise
181,Surprise,Joy
182,Trust,Surprise
183,Surprise,Surprise
184,Surprise,Surprise
185,Surprise,Surprise
186,Surprise,Surprise
187,Surprise,Surprise
188,Surprise,Surprise
189,Surprise,Surprise
190,Trust,Surprise
191,Surprise,Surprise
192,Surprise,Surprise
193,Proud,Trust
194,Surprise,Surprise
195,Trust,Surprise
196,Surprise,Trust
197,Surprise,Surprise
198,Proud,Surprise
199,Anger,Surprise
200,Proud,Proud
201,Surprise,Trust
202,Proud,Trust
203,Proud,Trust
204,Proud,Trust
205,Proud,Trust
206,Trust,Trust
207,Trust,Proud
208,Surprise,Proud
209,Trust,Trust
210,Trust,Proud
211,Trust,Proud
212,Surprise,Trust
213,Surprise,Trust
214,Proud,Proud
215,Surprise,Trust
216,Trust,Proud
217,Trust,Trust
218,Sad,Trust
219,Trust,Proud
220,Surprise,Proud
221,Surprise,Trust
222,Proud,Trust
223,Surprise,Surprise
224,Surprise,Surprise
225,Proud,Proud
226,Trust,Surprise
227,Surprise,Trust
228,Proud,Trust
229,Surprise,Proud
230,Proud,Trust
231,Trust,Proud
232,Trust,Trust
233,Trust,Trust
234,Proud,Trust
235,Surprise,Surprise
236,Surprise,Trust
237,Surprise,Proud
238,Proud,Proud
239,Trust,Trust
240,Surprise,Trust
241,Proud,Proud
242,Trust,Proud
243,Trust,Proud
244,Surprise,Proud
245,Sad,Proud
246,Trust,Proud
247,Surprise,Trust
248,Surprise,Trust
249,Trust,Trust
250,Proud,Trust
251,Surprise,Trust
252,Surprise,Trust
253,Trust,Surprise
254,Surprise,Proud
255,Surprise,Trust
256,Proud,Surprise
257,Joy,Proud
258,Trust,Surprise
259,Proud,Surprise
260,Surprise,Trust
261,Surprise,Proud
262,Trust,Surprise
263,Surprise,Surprise
264,Joy,Surprise
265,Trust,Proud
266,Proud,Trust
267,Surprise,Surprise
268,Joy,Trust
269,Proud,Proud
270,Surprise,Surprise
271,Trust,Trust
272,Trust,Trust
273,Joy,Trust
274,Surprise,Trust
275,Surprise,Surprise
276,Surprise,Trust
277,Trust,Trust
278,Joy,Trust
279,Joy,Proud
280,Joy,Trust
281,Trust,Trust
282,Joy,Surprise
283,Joy,Surprise
284,Trust,Surprise
285,Trust,Proud
286,Surprise,Trust
287,Neutral,Surprise
288,Proud,Proud
289,Surprise,Surprise
290,Surprise,Proud
291,Proud,Trust
292,Trust,Proud
293,Proud,Joy
294,Surprise,Surprise
295,Anger,Surprise
296,Anger,Surprise
297,Surprise,Surprise
298,Anger,Trust
299,Surprise,Surprise
300,Surprise,Surprise
301,Anger,Surprise
302,Trust,Surprise
303,Surprise,Surprise
304,Proud,Trust
305,Surprise,Surprise
306,Surprise,Surprise
307,Surprise,Surprise
308,Surprise,Surprise
309,Surprise,Surprise
310,Surprise,Surprise
311,Trust,Surprise
312,Proud,Surprise
313,Surprise,Trust
314,Surprise,Surprise
315,Surprise,Trust
316,Surprise,Surprise
317,Surprise,Surprise
318,Surprise,Surprise
319,Anger,Surprise
320,Surprise,Trust
321,Surprise,Trust
322,Surprise,Trust
323,Surprise,Trust
324,Trust,Trust
325,Trust,Proud
326,Trust,Proud
327,Surprise,Surprise
328,Surprise,Surprise
329,Proud,Surprise
330,Trust,Surprise
331,Trust,Trust
332,Proud,Trust
333,Proud,Proud
334,Surprise,Surprise
335,Proud,Proud
336,Proud,Proud
337,Surprise,Surprise
338,Proud,Surprise
339,Proud,Surprise
340,Surprise,Surprise
341,Proud,Proud
342,Proud,Trust
343,Anger,Proud
344,Proud,Proud
345,Surprise,Proud
346,Surprise,Surprise
347,Proud,Surprise
348,Trust,Trust
349,Trust,Joy
350,Surprise,Trust
351,Trust,Trust
352,Surprise,Proud
353,Surprise,Proud
354,Surprise,Trust
355,Surprise,Surprise
356,Trust,Trust
357,Proud,Surprise
358,Surprise,Surprise
359,Proud,Surprise
360,Surprise,Surprise
361,Surprise,Surprise
362,Surprise,Surprise
363,Surprise,Surprise
364,Surprise,Surprise
365,Proud,Surprise
366,Surprise,Surprise
367,Surprise,Surprise
368,Surprise,Surprise
369,Joy,Proud
370,Surprise,Surprise
371,Surprise,Surprise
372,Trust,Surprise
373,Surprise,Surprise
374,Trust,Surprise
375,Surprise,Trust
376,Surprise,Surprise
377,Trust,Surprise
378,Surprise,Trust
379,Loyalty,Trust
380,Surprise,Surprise
381,Surprise,Proud
382,Trust,Trust
383,Proud,Surprise
384,Surprise,Surprise
385,Surprise,Surprise
386,Proud,Surprise
387,Surprise,Surprise
388,Surprise,Surprise
389,Surprise,Trust
390,Trust,Surprise
391,Trust,Surprise
392,Trust,Surprise
393,Trust,Surprise
394,Surprise,Surprise
395,Surprise,Surprise
396,Proud,Surprise
397,Proud,Trust
398,Trust,Trust
399,Trust,Surprise
400,Trust,Surprise
401,Proud,Surprise
402,Proud,Surprise
403,Proud,Trust
404,Trust,Surprise
405,Fear,Surprise
406,Surprise,Surprise
407,Proud,Surprise
408,Proud,Surprise
409,Surprise,Trust
410,Surprise,Surprise
411,Proud,Trust
412,Proud,Surprise
413,Trust,Surprise
414,Trust,Surprise
415,Trust,Trust
416,Surprise,Surprise
417,Trust,Trust
418,Proud,Surprise
419,Proud,Surprise
420,Surprise,Trust
421,Trust,Trust
422,Surprise,Surprise
423,Proud,Surprise
424,Joy,Trust
425,Trust,Surprise
426,Anger,Proud
427,Proud,Proud
428,Proud,Surprise
429,Surprise,Trust
430,Anger,Surprise
431,Trust,Proud
432,Proud,Trust
433,Trust,Trust
434,Surprise,Trust
435,Trust,Surprise
436,Proud,Trust
437,Proud,Surprise
438,Proud,Proud
439,Trust,Trust
440,Surprise,Surprise
441,Trust,Trust
442,Proud,Surprise
443,Joy,Proud
444,Proud,Proud
445,Trust,Proud
446,Surprise,Proud
447,Proud,Anger
448,Trust,Surprise
449,Sad,Trust
450,Trust,Surprise
451,Surprise,Trust
452,Trust,Trust
453,Trust,Surprise
454,Proud,Proud
455,Trust,Trust
456,Surprise,Trust
457,Joy,Proud
458,Neutral,Trust
459,Proud,Trust
460,Trust,Surprise
461,Surprise,Trust
462,Trust,Trust
463,Proud,Trust
464,Proud,Trust
465,Trust,Proud
466,Surprise,Trust
467,Proud,Trust
468,Surprise,Trust
469,Trust,Trust
470,Proud,Trust
471,Trust,Trust
472,Proud,Trust
473,Trust,Surprise
474,Proud,Trust
475,Surprise,Surprise
476,Trust,Proud
477,Trust,Proud
478,Surprise,Surprise
479,Proud,Surprise
480,Trust,Trust
481,Anger,Trust
482,Proud,Trust
483,Trust,Surprise
484,Surprise,Proud
485,Trust,Trust
486,Trust,Proud
487,Trust,Proud
488,Proud,Surprise
489,Trust,Proud
490,Surprise,Trust
491,Surprise,Surprise
492,Proud,Surprise
493,Surprise,Joy
494,Proud,Joy
495,Proud,Trust
496,Surprise,Trust
497,Proud,Trust
498,Surprise,Surprise
499,Proud,Trust
500,Joy,Proud
501,Joy,Trust
502,Trust,Trust
503,Trust,Proud
504,Trust,Joy
505,Trust,Surprise
506,Trust,Surprise
507,Trust,Proud
508,Surprise,Fear
509,Joy,Surprise
510,Surprise,Surprise
511,Trust,Joy
512,Joy,Surprise
513,Trust,Surprise
514,Joy,Proud
515,Trust,Surprise
516,Surprise,Surprise
517,Trust,Proud
518,Trust,Joy
519,Anger,Surprise
520,Trust,Surprise
521,Proud,Surprise
522,Joy,Trust
523,Surprise,Proud
524,Trust,Trust
525,Proud,Trust
526,Surprise,Trust
527,Proud,Joy
528,Joy,Trust
529,Joy,Joy
530,Proud,Trust
531,Trust,Trust
532,Proud,Trust
533,Trust,Surprise
534,Trust,Surprise
535,Trust,Joy
536,Joy,Proud
537,Proud,Joy
538,Trust,Joy
539,Proud,Joy
540,Trust,Proud
541,Surprise,Joy
542,Surprise,Trust
543,Proud,Trust
544,Surprise,Trust
545,Joy,Joy
546,Proud,Proud
547,Trust,Joy
548,Proud,Trust
549,Trust,Proud
550,Proud,Joy
551,Surprise,Proud
552,Proud,Joy
553,Joy,Proud
554,Proud,Joy
555,Joy,Proud
556,Surprise,Surprise
557,Neutral,Surprise
558,Surprise,Trust
559,Surprise,Surprise
560,Surprise,Trust
561,Trust,Proud
562,Proud,Surprise
563,Proud,Surprise
564,Trust,Surprise
565,Surprise,Trust
566,Surprise,Surprise
567,Surprise,Proud
568,Proud,Trust
569,Trust,Surprise
570,Surprise,Trust
571,Surprise,Trust
572,Trust,Proud
573,Surprise,Surprise
574,Surprise,Surprise
575,Surprise,Surprise
576,Sad,Surprise
577,Trust,Proud
578,Sad,Surprise
579,Proud,Proud
580,Surprise,Proud
581,Neutral,Surprise
582,Joy,Trust
583,Surprise,Surprise
584,Surprise,Trust
585,Proud,Proud
586,Surprise,Trust
587,Proud,Trust
588,Surprise,Trust
589,Surprise,Trust
590,Surprise,Surprise
591,Trust,Trust
592,Surprise,Surprise
593,Surprise,Surprise
594,Trust,Surprise
595,Proud,Surprise
596,Surprise,Proud
597,Surprise,Trust
598,Surprise,Trust
599,Proud,Trust
600,Surprise,Surprise
601,Trust,Trust
602,Proud,Surprise
603,Surprise,Surprise
604,Proud,Trust
605,Surprise,Trust
606,Surprise,Surprise
607,Surprise,Trust
608,Surprise,Surprise
609,Proud,Surprise
610,Surprise,Surprise
611,Surprise,Proud
612,Anger,Surprise
613,Sad,Trust
614,Proud,Surprise
615,Surprise,Surprise
616,Trust,Trust
617,Surprise,Trust
618,Surprise,Surprise
619,Trust,Surprise
620,Surprise,Surprise
621,Surprise,Surprise
622,Surprise,Surprise
623,Proud,Surprise
624,Surprise,Surprise
625,Surprise,Surprise
626,Joy,Trust
627,Surprise,Surprise
628,Sad,Surprise
629,Joy,Surprise
630,Surprise,Surprise
631,Surprise,Surprise
632,Surprise,Surprise
633,Proud,Surprise
634,Surprise,Proud
635,Trust,Surprise
636,Surprise,Surprise
637,Proud,Surprise
638,Trust,Trust
639,Trust,Surprise
640,Trust,Surprise
641,Surprise,Surprise
642,Surprise,Surprise
643,Surprise,Surprise
644,Surprise,Surprise
645,Surprise,Surprise
646,Surprise,Surprise
647,Surprise,Surprise
648,Trust,Trust
649,Surprise,Surprise
650,Surprise,Trust
651,Sad,Surprise
652,Trust,Surprise
653,Surprise,Surprise
654,Surprise,Surprise
655,Fear,Proud
656,Sad,Fear
657,Surprise,Proud
658,Anger,Surprise
659,Neutral,Trust
660,Trust,Surprise
661,Sad,Proud
662,Fear,Surprise
663,Surprise,Fear
664,Sad,Trust
665,Anger,Surprise
666,Surprise,Fear
667,Surprise,Fear
668,Surprise,Surprise
669,Fear,Trust
670,Surprise,Surprise
671,Surprise,Surprise
672,Surprise,Trust
673,Proud,Surprise
674,Proud,Surprise
675,Proud,Surprise
676,Surprise,Trust
677,Surprise,Proud
678,Surprise,Fear
679,Surprise,Trust
680,Proud,Trust
681,Proud,Trust
682,Surprise,Trust
683,Sad,Surprise
684,Surprise,Surprise
685,Proud,Surprise
686,Trust,Trust
687,Proud,Surprise
688,Trust,Surprise
689,Surprise,Surprise
690,Proud,Surprise
691,Trust,Proud
692,Trust,Surprise
693,Trust,Surprise
694,Trust,Surprise
695,Surprise,Surprise
696,Neutral,Surprise
697,Proud,Surprise
698,Surprise,Proud
699,Surprise,Surprise
700,Surprise,Surprise
701,Surprise,Surprise
702,Surprise,Surprise
703,Trust,Trust
704,Surprise,Surprise
705,Surprise,Trust
706,Trust,Surprise
707,Surprise,Surprise
708,Joy,Surprise
709,Trust,Surprise
710,Joy,Surprise
711,Proud,Surprise
712,Trust,Surprise
713,Trust,Surprise
714,Trust,Surprise
715,Trust,Anger
716,Trust,Surprise
717,Trust,Fear
718,Fear,Surprise
719,Trust,Surprise
720,Fear,Surprise
721,Fear,Surprise
722,Fear,Surprise
723,Fear,Trust
724,Trust,Surprise
725,Anger,Surprise
726,Fear,Surprise
727,Anger,Surprise
728,Anger,Surprise
729,Fear,Surprise
730,Joy,Surprise
731,Anger,Fear
732,Joy,Surprise
733,Anger,Fear
734,Anger,Surprise
735,Anger,Surprise
736,Anger,Surprise
737,Fear,Surprise
738,Anger,Surprise
739,Anger,Surprise
740,Fear,Surprise
741,Anger,Surprise
742,Anger,Trust
743,Surprise,Trust
744,Trust,Trust
745,Proud,Trust
746,Surprise,Trust
747,Joy,Trust
748,Surprise,Surprise
749,Trust,Surprise
750,Surprise,Surprise
751,Anger,Surprise
752,Trust,Surprise
753,Surprise,Trust
754,Trust,Surprise
755,Surprise,Fear
756,Surprise,Surprise
757,Trust,Trust
758,Surprise,Surprise
759,Surprise,Surprise
760,Trust,Trust
761,Surprise,Trust
762,Surprise,Surprise
763,Trust,Trust
764,Surprise,Surprise
765,Fear,Surprise
766,Surprise,Trust
767,Trust,Trust
768,Surprise,Trust
769,Surprise,Proud
770,Trust,Surprise
771,Anger,Surprise
772,Surprise,Surprise
773,Proud,Proud
774,Trust,Surprise
775,Trust,Proud
776,Surprise,Surprise
777,Trust,Proud
778,Trust,Surprise
779,Trust,Proud
780,Proud,Surprise
781,Surprise,Surprise
782,Joy,Trust
783,Proud,Proud
784,Trust,Surprise
785,Surprise,Proud
786,Trust,Surprise
787,Surprise,Surprise
788,Surprise,Proud
789,Proud,Surprise
790,Surprise,Proud
791,Surprise,Surprise
792,Joy,Trust
793,Proud,Surprise
794,Joy,Trust
795,Trust,Trust
796,Surprise,Surprise
797,Proud,Surprise
798,Proud,Proud
799,Surprise,Surprise
800,Surprise,Surprise
801,Proud,Surprise
802,Anger,Surprise
803,Surprise,Surprise
