id,y,oof
115,Surprise,Joy
116,Joy,Surprise
117,Proud,Trust
118,Proud,Anger
119,Anger,Surprise
120,Surprise,Surprise
121,Trust,Surprise
122,Joy,Surprise
123,Love,Joy
124,Surprise,Surprise
125,Proud,Proud
126,Proud,Proud
127,Proud,Proud
128,Surprise,Surprise
129,Surprise,Trust
130,Surprise,Surprise
131,Surprise,Surprise
132,Sad,Surprise
133,Surprise,Surprise
134,Anger,Anger
135,Proud,Trust
136,Anger,Surprise
137,Surprise,Surprise
138,Proud,Surprise
139,Surprise,Surprise
140,Surprise,Surprise
141,Surprise,Surprise
142,Surprise,Surprise
143,Surprise,Surprise
144,Surprise,Surprise
145,Sad,Surprise
146,Surprise,Surprise
147,Surprise,Surprise
148,Trust,Trust
149,Surprise,Surprise
150,Trust,Surprise
151,Proud,Surprise
152,Trust,Surprise
153,Surprise,Surprise
154,Trust,Surprise
155,Surprise,Surprise
156,Surprise,Surprise
157,Trust,Surprise
158,Surprise,Surprise
159,Surprise,Surprise
160,Surprise,Surprise
161,Surprise,Surprise
162,Surprise,Trust
163,Trust,Surprise
164,Surprise,Surprise
165,Proud,Surprise
166,Proud,Surprise
167,Anger,Surprise
168,Surprise,Surprise
169,Trust,Surprise
170,Joy,Surprise
171,Surprise,Surprise
172,Surprise,Surprise
173,Surprise,Surprise
174,Trust,Surprise
175,Surprise,Surprise
176,Surprise,Surprise
177,Proud,Surprise
178,Surprise,Surprise
179,Surprise,Surprise
180,Surprise,Surprise
181,Surprise,Surprise
182,Trust,Surprise
183,Surprise,Surprise
184,Surprise,Surprise
185,Surprise,Surprise
186,Surprise,Surprise
187,Surprise,Surprise
188,Surprise,Surprise
189,Surprise,Surprise
190,Trust,Surprise
191,Surprise,Surprise
192,Surprise,Surprise
193,Proud,Proud
194,Surprise,Surprise
195,Trust,Surprise
196,Surprise,Surprise
197,Surprise,Surprise
198,Proud,Joy
199,Anger,Surprise
200,Proud,Surprise
201,Surprise,Proud
202,Proud,Surprise
203,Proud,Trust
204,Proud,Proud
205,Proud,Surprise
206,Trust,Trust
207,Trust,Surprise
208,Surprise,Surprise
209,Trust,Surprise
210,Trust,Surprise
211,Trust,Surprise
212,Surprise,Surprise
213,Surprise,Surprise
214,Proud,Surprise
215,Surprise,Surprise
216,Trust,Proud
217,Trust,Trust
218,Sad,Surprise
219,Trust,Proud
220,Surprise,Surprise
221,Surprise,Surprise
222,Proud,Proud
223,Surprise,Surprise
224,Surprise,Surprise
225,Proud,Surprise
226,Trust,Surprise
227,Surprise,Proud
228,Proud,Surprise
229,Surprise,Surprise
230,Proud,Surprise
231,Trust,Proud
232,Trust,Surprise
233,Trust,Trust
234,Proud,Surprise
235,Surprise,Surprise
236,Surprise,Surprise
237,Surprise,Surprise
238,Proud,Surprise
239,Trust,Trust
240,Surprise,Surprise
241,Proud,Surprise
242,Trust,Surprise
243,Trust,Surprise
244,Surprise,Surprise
245,Sad,Surprise
246,Trust,Surprise
247,Surprise,Proud
248,Surprise,Proud
249,Trust,Proud
250,Proud,Proud
251,Surprise,Proud
252,Surprise,Proud
253,Trust,Trust
254,Surprise,Surprise
255,Surprise,Trust
256,Proud,Surprise
257,Joy,Surprise
258,Trust,Surprise
259,Proud,Trust
260,Surprise,Surprise
261,Surprise,Surprise
262,Trust,Surprise
263,Surprise,Surprise
264,Joy,Surprise
265,Trust,Surprise
266,Proud,Trust
267,Surprise,Surprise
268,Joy,Trust
269,Proud,Trust
270,Surprise,Surprise
271,Trust,Trust
272,Trust,Surprise
273,Joy,Trust
274,Surprise,Surprise
275,Surprise,Surprise
276,Surprise,Surprise
277,Trust,Trust
278,Joy,Trust
279,Joy,Surprise
280,Joy,Joy
281,Trust,Trust
282,Joy,Surprise
283,Joy,Surprise
284,Trust,Surprise
285,Trust,Proud
286,Surprise,Trust
287,Neutral,Surprise
288,Proud,Trust
289,Surprise,Surprise
290,Surprise,Surprise
291,Proud,Trust
292,Trust,Trust
293,Proud,Proud
294,Surprise,Surprise
295,Anger,Surprise
296,Anger,Surprise
297,Surprise,Surprise
298,Anger,Surprise
299,Surprise,Surprise
300,Surprise,Surprise
301,Anger,Surprise
302,Trust,Surprise
303,Surprise,Surprise
304,Proud,Surprise
305,Surprise,Surprise
306,Surprise,Surprise
307,Surprise,Surprise
308,Surprise,Surprise
309,Surprise,Surprise
310,Surprise,Surprise
311,Trust,Surprise
312,Proud,Surprise
313,Surprise,Surprise
314,Surprise,Surprise
315,Surprise,Surprise
316,Surprise,Surprise
317,Surprise,Surprise
318,Surprise,Surprise
319,Anger,Surprise
320,Surprise,Surprise
321,Surprise,Surprise
322,Surprise,Sad
323,Surprise,Surprise
324,Trust,Trust
325,Trust,Trust
326,Trust,Trust
327,Surprise,Trust
328,Surprise,Trust
329,Proud,Trust
330,Trust,Surprise
331,Trust,Trust
332,Proud,Trust
333,Proud,Proud
334,Surprise,Proud
335,Proud,Surprise
336,Proud,Trust
337,Surprise,Surprise
338,Proud,Proud
339,Proud,Proud
340,Surprise,Surprise
341,Proud,Surprise
342,Proud,Proud
343,Anger,Proud
344,Proud,Surprise
345,Surprise,Proud
346,Surprise,Surprise
347,Proud,Surprise
348,Trust,Trust
349,Trust,Proud
350,Surprise,Surprise
351,Trust,Trust
352,Surprise,Trust
353,Surprise,Trust
354,Surprise,Surprise
355,Surprise,Trust
356,Trust,Surprise
357,Proud,Surprise
358,Surprise,Surprise
359,Proud,Surprise
360,Surprise,Surprise
361,Surprise,Surprise
362,Surprise,Surprise
363,Surprise,Surprise
364,Surprise,Surprise
365,Proud,Surprise
366,Surprise,Surprise
367,Surprise,Surprise
368,Surprise,Trust
369,Joy,Surprise
370,Surprise,Surprise
371,Surprise,Surprise
372,Trust,Surprise
373,Surprise,Surprise
374,Trust,Surprise
375,Surprise,Surprise
376,Surprise,Surprise
377,Trust,Surprise
378,Surprise,Trust
379,Loyalty,Surprise
380,Surprise,Trust
381,Surprise,Joy
382,Trust,Surprise
383,Proud,Surprise
384,Surprise,Surprise
385,Surprise,Surprise
386,Proud,Surprise
387,Surprise,Surprise
388,Surprise,Surprise
389,Surprise,Surprise
390,Trust,Surprise
391,Trust,Surprise
392,Trust,Surprise
393,Trust,Surprise
394,Surprise,Surprise
395,Surprise,Surprise
396,Proud,Surprise
397,Proud,Surprise
398,Trust,Surprise
399,Trust,Surprise
400,Trust,Surprise
401,Proud,Surprise
402,Proud,Surprise
403,Proud,Surprise
404,Trust,Surprise
405,Fear,Surprise
406,Surprise,Surprise
407,Proud,Surprise
408,Proud,Surprise
409,Surprise,Surprise
410,Surprise,Surprise
411,Proud,Surprise
412,Proud,Surprise
413,Trust,Surprise
414,Trust,Surprise
415,Trust,Surprise
416,Surprise,Surprise
417,Trust,Surprise
418,Proud,Surprise
419,Proud,Surprise
420,Surprise,Surprise
421,Trust,Surprise
422,Surprise,Surprise
423,Proud,Surprise
424,Joy,Surprise
425,Trust,Surprise
426,Anger,Surprise
427,Proud,Proud
428,Proud,Trust
429,Surprise,Trust
430,Anger,Surprise
431,Trust,Proud
432,Proud,Trust
433,Trust,Trust
434,Surprise,Surprise
435,Trust,Surprise
436,Proud,Surprise
437,Proud,Surprise
438,Proud,Trust
439,Trust,Trust
440,Surprise,Proud
441,Trust,Surprise
442,Proud,Surprise
443,Joy,Trust
444,Proud,Trust
445,Trust,Trust
446,Surprise,Proud
447,Proud,Anger
448,Trust,Trust
449,Sad,Trust
450,Trust,Surprise
451,Surprise,Anger
452,Trust,Proud
453,Trust,Trust
454,Proud,Trust
455,Trust,Trust
456,Surprise,Trust
457,Joy,Trust
458,Neutral,Trust
459,Proud,Surprise
460,Trust,Surprise
461,Surprise,Trust
462,Trust,Proud
463,Proud,Trust
464,Proud,Trust
465,Trust,Surprise
466,Surprise,Trust
467,Proud,Trust
468,Surprise,Proud
469,Trust,Trust
470,Proud,Trust
471,Trust,Proud
472,Proud,Proud
473,Trust,Proud
474,Proud,Trust
475,Surprise,Surprise
476,Trust,Surprise
477,Trust,Trust
478,Surprise,Surprise
479,Proud,Surprise
480,Trust,Trust
481,Anger,Proud
482,Proud,Surprise
483,Trust,Trust
484,Surprise,Trust
485,Trust,Anger
486,Trust,Trust
487,Trust,Proud
488,Proud,Trust
489,Trust,Surprise
490,Surprise,Trust
491,Surprise,Proud
492,Proud,Proud
493,Surprise,Proud
494,Proud,Proud
495,Proud,Surprise
496,Surprise,Proud
497,Proud,Proud
498,Surprise,Proud
499,Proud,Surprise
500,Joy,Proud
501,Joy,Trust
502,Trust,Surprise
503,Trust,Trust
504,Trust,Joy
505,Trust,Surprise
506,Trust,Trust
507,Trust,Surprise
508,Surprise,Surprise
509,Joy,Surprise
510,Surprise,Proud
511,Trust,Surprise
512,Joy,Trust
513,Trust,Surprise
514,Joy,Surprise
515,Trust,Trust
516,Surprise,Surprise
517,Trust,Trust
518,Trust,Surprise
519,Anger,Surprise
520,Trust,Proud
521,Proud,Anger
522,Joy,Surprise
523,Surprise,Proud
524,Trust,Proud
525,Proud,Proud
526,Surprise,Sad
527,Proud,Joy
528,Joy,Proud
529,Joy,Trust
530,Proud,Trust
531,Trust,Joy
532,Proud,Proud
533,Trust,Proud
534,Trust,Trust
535,Trust,Trust
536,Joy,Proud
537,Proud,Joy
538,Trust,Joy
539,Proud,Joy
540,Trust,Proud
541,Surprise,Joy
542,Surprise,Proud
543,Proud,Trust
544,Surprise,Trust
545,Joy,Joy
546,Proud,Proud
547,Trust,Proud
548,Proud,Surprise
549,Trust,Joy
550,Proud,Joy
551,Surprise,Proud
552,Proud,Joy
553,Joy,Proud
554,Proud,Joy
555,Joy,Proud
556,Surprise,Surprise
557,Neutral,Surprise
558,Surprise,Surprise
559,Surprise,Surprise
560,Surprise,Surprise
561,Trust,Surprise
562,Proud,Proud
563,Proud,Surprise
564,Trust,Surprise
565,Surprise,Surprise
566,Surprise,Surprise
567,Surprise,Surprise
568,Proud,Surprise
569,Trust,Surprise
570,Surprise,Surprise
571,Surprise,Surprise
572,Trust,Surprise
573,Surprise,Surprise
574,Surprise,Surprise
575,Surprise,Surprise
576,Sad,Trust
577,Trust,Surprise
578,Sad,Surprise
579,Proud,Surprise
580,Surprise,Surprise
581,Neutral,Surprise
582,Joy,Trust
583,Surprise,Surprise
584,Surprise,Surprise
585,Proud,Surprise
586,Surprise,Sad
587,Proud,Surprise
588,Surprise,Surprise
589,Surprise,Surprise
590,Surprise,Surprise
591,Trust,Surprise
592,Surprise,Surprise
593,Surprise,Surprise
594,Trust,Surprise
595,Proud,Proud
596,Surprise,Surprise
597,Surprise,Surprise
598,Surprise,Proud
599,Proud,Surprise
600,Surprise,Surprise
601,Trust,Surprise
602,Proud,Surprise
603,Surprise,Trust
604,Proud,Surprise
605,Surprise,Proud
606,Surprise,Surprise
607,Surprise,Trust
608,Surprise,Surprise
609,Proud,Surprise
610,Surprise,Surprise
611,Surprise,Surprise
612,Anger,Surprise
613,Sad,Surprise
614,Proud,Proud
615,Surprise,Surprise
616,Trust,Surprise
617,Surprise,Proud
618,Surprise,Proud
619,Trust,Surprise
620,Surprise,Surprise
621,Surprise,Surprise
622,Surprise,Surprise
623,Proud,Surprise
624,Surprise,Surprise
625,Surprise,Surprise
626,Joy,Surprise
627,Surprise,Surprise
628,Sad,Surprise
629,Joy,Surprise
630,Surprise,Surprise
631,Surprise,Surprise
632,Surprise,Surprise
633,Proud,Surprise
634,Surprise,Surprise
635,Trust,Surprise
636,Surprise,Surprise
637,Proud,Surprise
638,Trust,Surprise
639,Trust,Surprise
640,Trust,Surprise
641,Surprise,Surprise
642,Surprise,Surprise
643,Surprise,Surprise
644,Surprise,Surprise
645,Surprise,Surprise
646,Surprise,Surprise
647,Surprise,Surprise
648,Trust,Surprise
649,Surprise,Surprise
650,Surprise,Surprise
651,Sad,Surprise
652,Trust,Surprise
653,Surprise,Surprise
654,Surprise,Trust
655,Fear,Trust
656,Sad,Surprise
657,Surprise,Anger
658,Anger,Surprise
659,Neutral,Surprise
660,Trust,Surprise
661,Sad,Sad
662,Fear,Surprise
663,Surprise,Surprise
664,Sad,Trust
665,Anger,Surprise
666,Surprise,Surprise
667,Surprise,Fear
668,Surprise,Surprise
669,Fear,Surprise
670,Surprise,Surprise
671,Surprise,Surprise
672,Surprise,Surprise
673,Proud,Surprise
674,Proud,Fear
675,Proud,Surprise
676,Surprise,Proud
677,Surprise,Surprise
678,Surprise,Surprise
679,Surprise,Surprise
680,Proud,Surprise
681,Proud,Surprise
682,Surprise,Surprise
683,Sad,Surprise
684,Surprise,Surprise
685,Proud,Surprise
686,Trust,Surprise
687,Proud,Surprise
688,Trust,Surprise
689,Surprise,Trust
690,Proud,Surprise
691,Trust,Surprise
692,Trust,Surprise
693,Trust,Surprise
694,Trust,Surprise
695,Surprise,Surprise
696,Neutral,Surprise
697,Proud,Surprise
698,Surprise,Surprise
699,Surprise,Surprise
700,Surprise,Surprise
701,Surprise,Surprise
702,Surprise,Surprise
703,Trust,Trust
704,Surprise,Surprise
705,Surprise,Surprise
706,Trust,Surprise
707,Surprise,Surprise
708,Joy,Surprise
709,Trust,Surprise
710,Joy,Surprise
711,Proud,Surprise
712,Trust,Surprise
713,Trust,Surprise
714,Trust,Surprise
715,Trust,Surprise
716,Trust,Trust
717,Trust,Surprise
718,Fear,Surprise
719,Trust,Anger
720,Fear,Surprise
721,Fear,Trust
722,Fear,Surprise
723,Fear,Surprise
724,Trust,Fear
725,Anger,Anger
726,Fear,Anger
727,Anger,Surprise
728,Anger,Surprise
729,Fear,Surprise
730,Joy,Surprise
731,Anger,Surprise
732,Joy,Surprise
733,Anger,Surprise
734,Anger,Surprise
735,Anger,Surprise
736,Anger,Surprise
737,Fear,Surprise
738,Anger,Anger
739,Anger,Anger
740,Fear,Proud
741,Anger,Surprise
742,Anger,Surprise
743,Surprise,Surprise
744,Trust,Trust
745,Proud,Trust
746,Surprise,Surprise
747,Joy,Surprise
748,Surprise,Surprise
749,Trust,Surprise
750,Surprise,Surprise
751,Anger,Surprise
752,Trust,Surprise
753,Surprise,Surprise
754,Trust,Surprise
755,Surprise,Surprise
756,Surprise,Surprise
757,Trust,Surprise
758,Surprise,Surprise
759,Surprise,Surprise
760,Trust,Trust
761,Surprise,Anger
762,Surprise,Surprise
763,Trust,Trust
764,Surprise,Surprise
765,Fear,Fear
766,Surprise,Surprise
767,Trust,Trust
768,Surprise,Surprise
769,Surprise,Surprise
770,Trust,Surprise
771,Anger,Surprise
772,Surprise,Proud
773,Proud,Surprise
774,Trust,Trust
775,Trust,Proud
776,Surprise,Surprise
777,Trust,Trust
778,Trust,Trust
779,Trust,Trust
780,Proud,Surprise
781,Surprise,Surprise
782,Joy,Proud
783,Proud,Joy
784,Trust,Surprise
785,Surprise,Trust
786,Trust,Surprise
787,Surprise,Surprise
788,Surprise,Trust
789,Proud,Trust
790,Surprise,Proud
791,Surprise,Trust
792,Joy,Trust
793,Proud,Surprise
794,Joy,Surprise
795,Trust,Surprise
796,Surprise,Surprise
797,Proud,Surprise
798,Proud,Surprise
799,Surprise,Surprise
800,Surprise,Surprise
801,Proud,Surprise
802,Anger,Surprise
803,Surprise,Surprise
