id,y,oof
116,Joy,Surprise
117,Proud,Surprise
118,Proud,Joy
119,Anger,Joy
120,Surprise,Joy
121,Trust,Proud
122,Joy,Joy
123,Love,Joy
124,Surprise,Proud
125,Proud,Proud
126,Proud,Proud
127,Proud,Surprise
128,Surprise,Joy
129,Surprise,Trust
130,Surprise,Surprise
131,Surprise,Surprise
132,Sad,Surprise
133,Surprise,Proud
134,Anger,Joy
135,Proud,Surprise
136,Anger,Surprise
137,Surprise,Surprise
138,Proud,Surprise
139,Surprise,Surprise
140,Surprise,Surprise
141,Surprise,Surprise
142,Surprise,Surprise
143,Surprise,Surprise
144,Surprise,Surprise
145,Sad,Surprise
146,Surprise,Surprise
147,Surprise,Surprise
148,Trust,Surprise
149,Surprise,Surprise
150,Trust,Surprise
151,Proud,Surprise
152,Trust,Surprise
153,Surprise,Surprise
154,Trust,Trust
155,Surprise,Surprise
156,Surprise,Surprise
157,Trust,Surprise
158,Surprise,Surprise
159,Surprise,Surprise
160,Surprise,Surprise
161,Surprise,Surprise
162,Surprise,Surprise
163,Trust,Surprise
164,Surprise,Surprise
165,Proud,Surprise
166,Proud,Surprise
167,Anger,Surprise
168,Surprise,Surprise
169,Trust,Surprise
170,Joy,Surprise
171,Surprise,Surprise
172,Surprise,Surprise
173,Surprise,Surprise
174,Trust,Surprise
175,Surprise,Anger
176,Surprise,Surprise
177,Proud,Surprise
178,Surprise,Surprise
179,Surprise,Surprise
180,Surprise,Surprise
181,Surprise,Joy
182,Trust,Surprise
183,Surprise,Surprise
184,Surprise,Surprise
185,Surprise,Surprise
186,Surprise,Surprise
187,Surprise,Surprise
188,Surprise,Surprise
189,Surprise,Surprise
190,Trust,Surprise
191,Surprise,Surprise
192,Surprise,Surprise
193,Proud,Surprise
194,Surprise,Surprise
195,Trust,Surprise
196,Surprise,Surprise
197,Surprise,Surprise
198,Proud,Surprise
199,Anger,Surprise
200,Proud,Proud
201,Surprise,Trust
202,Proud,Trust
203,Proud,Proud
204,Proud,Surprise
205,Proud,Surprise
206,Trust,Surprise
207,Trust,Surprise
208,Surprise,Surprise
209,Trust,Proud
210,Trust,Proud
211,Trust,Surprise
212,Surprise,Proud
213,Surprise,Trust
214,Proud,Surprise
215,Surprise,Proud
216,Trust,Surprise
217,Trust,Surprise
218,Sad,Trust
219,Trust,Proud
220,Surprise,Trust
221,Surprise,Surprise
222,Proud,Surprise
223,Surprise,Proud
224,Surprise,Proud
225,Proud,Surprise
226,Trust,Proud
227,Surprise,Surprise
228,Proud,Trust
229,Surprise,Surprise
230,Proud,Proud
231,Trust,Surprise
232,Trust,Surprise
233,Trust,Proud
234,Proud,Proud
235,Surprise,Proud
236,Surprise,Surprise
237,Surprise,Trust
238,Proud,Proud
239,Trust,Proud
240,Surprise,Trust
241,Proud,Trust
242,Trust,Surprise
243,Trust,Surprise
244,Surprise,Surprise
245,Sad,Surprise
246,Trust,Surprise
247,Surprise,Trust
248,Surprise,Trust
249,Trust,Trust
250,Proud,Trust
251,Surprise,Trust
252,Surprise,Trust
253,Trust,Surprise
254,Surprise,Surprise
255,Surprise,Trust
256,Proud,Proud
257,Joy,Surprise
258,Trust,Proud
259,Proud,Trust
260,Surprise,Proud
261,Surprise,Surprise
262,Trust,Surprise
263,Surprise,Proud
264,Joy,Surprise
265,Trust,Proud
266,Proud,Trust
267,Surprise,Proud
268,Joy,Joy
269,Proud,Trust
270,Surprise,Surprise
271,Trust,Trust
272,Trust,Trust
273,Joy,Trust
274,Surprise,Trust
275,Surprise,Surprise
276,Surprise,Surprise
277,Trust,Trust
278,Joy,Proud
279,Joy,Proud
280,Joy,Trust
281,Trust,Trust
282,Joy,Trust
283,Joy,Surprise
284,Trust,Proud
285,Trust,Surprise
286,Surprise,Trust
287,Neutral,Trust
288,Proud,Surprise
289,Surprise,Surprise
290,Surprise,Trust
291,Proud,Trust
292,Trust,Trust
293,Proud,Surprise
294,Surprise,Surprise
295,Anger,Surprise
296,Anger,Surprise
297,Surprise,Surprise
298,Anger,Surprise
299,Surprise,Surprise
300,Surprise,Surprise
301,Anger,Surprise
302,Trust,Trust
303,Surprise,Surprise
304,Proud,Surprise
305,Surprise,Trust
306,Surprise,Surprise
307,Surprise,Trust
308,Surprise,Trust
309,Surprise,Surprise
310,Surprise,Surprise
311,Trust,Surprise
312,Proud,Surprise
313,Surprise,Surprise
314,Surprise,Trust
315,Surprise,Surprise
316,Surprise,Trust
317,Surprise,Surprise
318,Surprise,Surprise
319,Anger,Surprise
320,Surprise,Surprise
321,Surprise,Surprise
322,Surprise,Surprise
323,Surprise,Surprise
324,Trust,Trust
325,Trust,Trust
326,Trust,Trust
327,Surprise,Trust
328,Surprise,Trust
329,Proud,Surprise
330,Trust,Trust
331,Trust,Proud
332,Proud,Trust
333,Proud,Trust
334,Surprise,Proud
335,Proud,Proud
336,Proud,Trust
337,Surprise,Surprise
338,Proud,Proud
339,Proud,Trust
340,Surprise,Surprise
341,Proud,Surprise
342,Proud,Proud
343,Anger,Proud
344,Proud,Trust
345,Surprise,Proud
346,Surprise,Surprise
347,Proud,Proud
348,Trust,Trust
349,Trust,Surprise
350,Surprise,Trust
351,Trust,Proud
352,Surprise,Proud
353,Surprise,Proud
354,Surprise,Surprise
355,Surprise,Trust
356,Trust,Trust
357,Proud,Surprise
358,Surprise,Surprise
359,Proud,Surprise
360,Surprise,Surprise
361,Surprise,Surprise
362,Surprise,Surprise
363,Surprise,Surprise
364,Surprise,Surprise
365,Proud,Surprise
366,Surprise,Surprise
367,Surprise,Surprise
368,Surprise,Surprise
369,Joy,Surprise
370,Surprise,Surprise
371,Surprise,Surprise
372,Trust,Surprise
373,Surprise,Surprise
374,Trust,Surprise
375,Surprise,Surprise
376,Surprise,Proud
377,Trust,Surprise
378,Surprise,Surprise
379,Loyalty,Proud
380,Surprise,Surprise
381,Surprise,Surprise
382,Trust,Trust
383,Proud,Surprise
384,Surprise,Surprise
385,Surprise,Surprise
386,Proud,Surprise
387,Surprise,Surprise
388,Surprise,Surprise
389,Surprise,Surprise
390,Trust,Surprise
391,Trust,Trust
392,Trust,Surprise
393,Trust,Trust
394,Surprise,Surprise
395,Surprise,Trust
396,Proud,Surprise
397,Proud,Surprise
398,Trust,Surprise
399,Trust,Surprise
400,Trust,Surprise
401,Proud,Surprise
402,Proud,Surprise
403,Proud,Surprise
404,Trust,Surprise
405,Fear,Trust
406,Surprise,Surprise
407,Proud,Trust
408,Proud,Surprise
409,Surprise,Surprise
410,Surprise,Surprise
411,Proud,Surprise
412,Proud,Surprise
413,Trust,Surprise
414,Trust,Surprise
415,Trust,Surprise
416,Surprise,Surprise
417,Trust,Surprise
418,Proud,Trust
419,Proud,Surprise
420,Surprise,Surprise
421,Trust,Surprise
422,Surprise,Surprise
423,Proud,Surprise
424,Joy,Surprise
425,Trust,Surprise
426,Anger,Proud
427,Proud,Proud
428,Proud,Trust
429,Surprise,Surprise
430,Anger,Surprise
431,Trust,Proud
432,Proud,Trust
433,Trust,Trust
434,Surprise,Trust
435,Trust,Proud
436,Proud,Trust
437,Proud,Proud
438,Proud,Trust
439,Trust,Trust
440,Surprise,Trust
441,Trust,Proud
442,Proud,Trust
443,Joy,Proud
444,Proud,Trust
445,Trust,Proud
446,Surprise,Trust
447,Proud,Proud
448,Trust,Trust
449,Sad,Trust
450,Trust,Trust
451,Surprise,Trust
452,Trust,Trust
453,Trust,Trust
454,Proud,Trust
455,Trust,Proud
456,Surprise,Proud
457,Joy,Proud
458,Neutral,Proud
459,Proud,Surprise
460,Trust,Trust
461,Surprise,Trust
462,Trust,Proud
463,Proud,Trust
464,Proud,Trust
465,Trust,Surprise
466,Surprise,Trust
467,Proud,Trust
468,Surprise,Proud
469,Trust,Proud
470,Proud,Trust
471,Trust,Proud
472,Proud,Trust
473,Trust,Trust
474,Proud,Proud
475,Surprise,Trust
476,Trust,Surprise
477,Trust,Proud
478,Surprise,Surprise
479,Proud,Trust
480,Trust,Trust
481,Anger,Trust
482,Proud,Proud
483,Trust,Proud
484,Surprise,Trust
485,Trust,Trust
486,Trust,Proud
487,Trust,Proud
488,Proud,Proud
489,Trust,Proud
490,Surprise,Trust
491,Surprise,Proud
492,Proud,Proud
493,Surprise,Proud
494,Proud,Joy
495,Proud,Surprise
496,Surprise,Joy
497,Proud,Trust
498,Surprise,Proud
499,Proud,Joy
500,Joy,Joy
501,Joy,Joy
502,Trust,Joy
503,Trust,Proud
504,Trust,Joy
505,Trust,Surprise
506,Trust,Joy
507,Trust,Proud
508,Surprise,Surprise
509,Joy,Joy
510,Surprise,Joy
511,Trust,Joy
512,Joy,Surprise
513,Trust,Surprise
514,Joy,Proud
515,Trust,Surprise
516,Surprise,Trust
517,Trust,Proud
518,Trust,Joy
519,Anger,Joy
520,Trust,Proud
521,Proud,Joy
522,Joy,Trust
523,Surprise,Proud
524,Trust,Proud
525,Proud,Trust
526,Surprise,Joy
527,Proud,Joy
528,Joy,Joy
529,Joy,Proud
530,Proud,Joy
531,Trust,Joy
532,Proud,Proud
533,Trust,Proud
534,Trust,Proud
535,Trust,Joy
536,Joy,Proud
537,Proud,Joy
538,Trust,Joy
539,Proud,Joy
540,Trust,Joy
541,Surprise,Joy
542,Surprise,Joy
543,Proud,Trust
544,Surprise,Joy
545,Joy,Joy
546,Proud,Joy
547,Trust,Trust
548,Proud,Trust
549,Trust,Joy
550,Proud,Joy
551,Surprise,Joy
552,Proud,Joy
553,Joy,Proud
554,Proud,Joy
555,Joy,Proud
556,Surprise,Proud
557,Neutral,Trust
558,Surprise,Trust
559,Surprise,Surprise
560,Surprise,Surprise
561,Trust,Surprise
562,Proud,Trust
563,Proud,Surprise
564,Trust,Surprise
565,Surprise,Trust
566,Surprise,Surprise
567,Surprise,Surprise
568,Proud,Surprise
569,Trust,Surprise
570,Surprise,Surprise
571,Surprise,Surprise
572,Trust,Proud
573,Surprise,Surprise
574,Surprise,Surprise
575,Surprise,Surprise
576,Sad,Trust
577,Trust,Surprise
578,Sad,Surprise
579,Proud,Surprise
580,Surprise,Surprise
581,Neutral,Surprise
582,Joy,Surprise
583,Surprise,Trust
584,Surprise,Surprise
585,Proud,Proud
586,Surprise,Trust
587,Proud,Trust
588,Surprise,Trust
589,Surprise,Surprise
590,Surprise,Surprise
591,Trust,Surprise
592,Surprise,Surprise
593,Surprise,Surprise
594,Trust,Surprise
595,Proud,Trust
596,Surprise,Surprise
597,Surprise,Surprise
598,Surprise,Surprise
599,Proud,Surprise
600,Surprise,Surprise
601,Trust,Surprise
602,Proud,Surprise
603,Surprise,Surprise
604,Proud,Surprise
605,Surprise,Surprise
606,Surprise,Trust
607,Surprise,Surprise
608,Surprise,Surprise
609,Proud,Trust
610,Surprise,Surprise
611,Surprise,Surprise
612,Anger,Surprise
613,Sad,Proud
614,Proud,Surprise
615,Surprise,Surprise
616,Trust,Surprise
617,Surprise,Surprise
618,Surprise,Surprise
619,Trust,Proud
620,Surprise,Surprise
621,Surprise,Surprise
622,Surprise,Surprise
623,Proud,Surprise
624,Surprise,Surprise
625,Surprise,Surprise
626,Joy,Surprise
627,Surprise,Surprise
628,Sad,Surprise
629,Joy,Surprise
630,Surprise,Surprise
631,Surprise,Surprise
632,Surprise,Trust
633,Proud,Surprise
634,Surprise,Surprise
635,Trust,Surprise
636,Surprise,Surprise
637,Proud,Trust
638,Trust,Surprise
639,Trust,Surprise
640,Trust,Surprise
641,Surprise,Surprise
642,Surprise,Surprise
643,Surprise,Surprise
644,Surprise,Surprise
645,Surprise,Surprise
646,Surprise,Surprise
647,Surprise,Surprise
648,Trust,Surprise
649,Surprise,Surprise
650,Surprise,Surprise
651,Sad,Surprise
652,Trust,Surprise
653,Surprise,Surprise
654,Surprise,Surprise
655,Fear,Proud
656,Sad,Fear
657,Surprise,Surprise
658,Anger,Surprise
659,Neutral,Surprise
660,Trust,Surprise
661,Sad,Proud
662,Fear,Surprise
663,Surprise,Fear
664,Sad,Trust
665,Anger,Proud
666,Surprise,Surprise
667,Surprise,Fear
668,Surprise,Trust
669,Fear,Surprise
670,Surprise,Surprise
671,Surprise,Surprise
672,Surprise,Surprise
673,Proud,Surprise
674,Proud,Surprise
675,Proud,Surprise
676,Surprise,Trust
677,Surprise,Surprise
678,Surprise,Surprise
679,Surprise,Surprise
680,Proud,Fear
681,Proud,Surprise
682,Surprise,Surprise
683,Sad,Surprise
684,Surprise,Surprise
685,Proud,Surprise
686,Trust,Trust
687,Proud,Trust
688,Trust,Surprise
689,Surprise,Surprise
690,Proud,Proud
691,Trust,Surprise
692,Trust,Surprise
693,Trust,Surprise
694,Trust,Surprise
695,Surprise,Surprise
696,Neutral,Surprise
697,Proud,Surprise
698,Surprise,Surprise
699,Surprise,Surprise
700,Surprise,Surprise
701,Surprise,Surprise
702,Surprise,Trust
703,Trust,Trust
704,Surprise,Trust
705,Surprise,Surprise
706,Trust,Surprise
707,Surprise,Trust
708,Joy,Trust
709,Trust,Surprise
710,Joy,Trust
711,Proud,Trust
712,Trust,Surprise
713,Trust,Surprise
714,Trust,Surprise
715,Trust,Surprise
716,Trust,Fear
717,Trust,Fear
718,Fear,Surprise
719,Trust,Surprise
720,Fear,Anger
721,Fear,Anger
722,Fear,Surprise
723,Fear,Fear
724,Trust,Fear
725,Anger,Surprise
726,Fear,Anger
727,Anger,Surprise
728,Anger,Surprise
729,Fear,Surprise
730,Joy,Anger
731,Anger,Fear
732,Joy,Surprise
733,Anger,Anger
734,Anger,Fear
735,Anger,Surprise
736,Anger,Surprise
737,Fear,Surprise
738,Anger,Fear
739,Anger,Anger
740,Fear,Surprise
741,Anger,Surprise
742,Anger,Surprise
743,Surprise,Trust
744,Trust,Trust
745,Proud,Trust
746,Surprise,Surprise
747,Joy,Surprise
748,Surprise,Surprise
749,Trust,Trust
750,Surprise,Surprise
751,Anger,Surprise
752,Trust,Surprise
753,Surprise,Surprise
754,Trust,Surprise
755,Surprise,Surprise
756,Surprise,Anger
757,Trust,Trust
758,Surprise,Surprise
759,Surprise,Trust
760,Trust,Trust
761,Surprise,Anger
762,Surprise,Trust
763,Trust,Trust
764,Surprise,Surprise
765,Fear,Trust
766,Surprise,Trust
767,Trust,Trust
768,Surprise,Surprise
769,Surprise,Surprise
770,Trust,Surprise
771,Anger,Trust
772,Surprise,Surprise
773,Proud,Proud
774,Trust,Joy
775,Trust,Proud
776,Surprise,Joy
777,Trust,Proud
778,Trust,Joy
779,Trust,Trust
780,Proud,Proud
781,Surprise,Trust
782,Joy,Proud
783,Proud,Joy
784,Trust,Surprise
785,Surprise,Trust
786,Trust,Proud
787,Surprise,Proud
788,Surprise,Trust
789,Proud,Trust
790,Surprise,Proud
791,Surprise,Trust
792,Joy,Surprise
793,Proud,Trust
794,Joy,Surprise
795,Trust,Surprise
796,Surprise,Trust
797,Proud,Surprise
798,Proud,Proud
799,Surprise,Surprise
800,Surprise,Surprise
801,Proud,Surprise
802,Anger,Surprise
803,Surprise,Surprise
