emotion,rank,word,mean_tfidf
Surprise,8,itu,0.03698
Surprise,9,gue,0.036119
Surprise,10,kita,0.035129
Surprise,11,jadi,0.03148
Surprise,12,banget,0.030904
Surprise,13,bisa,0.030751
Surprise,14,juga,0.025834
Surprise,15,tapi,0.025649
Surprise,16,dia,0.023906
Surprise,17,gak,0.023712
Surprise,18,lebih,0.023581
Surprise,19,gitu,0.023412
Surprise,20,kalau,0.02341
Surprise,21,mobil,0.023407
Surprise,22,saya,0.023227
Surprise,23,dari,0.023227
Surprise,24,kayak,0.022796
Surprise,25,udah,0.022715
Surprise,26,kamu,0.022491
Surprise,27,ke,0.021669
Surprise,28,buat,0.021664
Surprise,29,untuk,0.021618
Surprise,30,sama,0.020588
Trust,1,yang,0.074998
Trust,2,aku,0.059208
Trust,3,ini,0.059162
Trust,4,dan,0.058718
Trust,5,di,0.045465
Trust,6,itu,0.043119
Trust,7,kalian,0.038585
Trust,8,saya,0.038255
Trust,9,bisa,0.036268
Trust,10,kita,0.03339
Trust,11,kamu,0.031588
Trust,12,untuk,0.031526
Trust,13,ada,0.031071
Trust,14,ya,0.030262
Trust,15,kalau,0.029536
Trust,16,banget,0.029067
Trust,17,setiap,0.027502
Trust,18,udah,0.027028
Trust,19,kayak,0.026002
Trust,20,jadi,0.025225
Trust,21,juga,0.024808
Trust,22,karena,0.024455
Trust,23,gue,0.023594
Trust,24,ke,0.021965
Trust,25,tapi,0.021844
Trust,26,dari,0.021529
Trust,27,tuh,0.021034
Trust,28,mindset,0.020933
Trust,29,gitu,0.02037
Trust,30,dengan,0.020345
