emotion,word,other_mean,distinctiveness
Joy,teman,0.004755909090909,0.0208600909090909
Joy,tim,0.0,0.018371
Joy,oxford,0.0,0.017976
Joy,indonesia,0.003298909090909,0.0170960909090909
Joy,fit,0.0,0.016888
Joy,azik,0.0,0.015259
Joy,lux,0.0,0.015215
Joy,ayo,0.0,0.014532
Joy,kuyup,0.0,0.014248
Joy,selamat,0.0,0.014242
Joy,perunggu,0.0,0.014137
Joy,atlet,0.0011164545454545,0.0136845454545454
Joy,kasih,0.003938909090909,0.0135750909090909
Joy,nama,0.0,0.01317
Joy,olaraga,0.0,0.013164
Joy,hari,0.0024160909090909,0.012552909090909
Joy,enak,0.0009081818181818,0.0125308181818181
Joy,kalian,0.0126071818181818,0.0123798181818181
Joy,semua,0.0015895454545454,0.0117074545454545
Joy,terima,0.0023780909090909,0.011685909090909
Joy,banyak,0.0056653636363636,0.0112676363636363
Joy,naik,0.0043163636363636,0.0101576363636363
Joy,nah,0.0057778181818181,0.0075961818181818
Love,ujan,0.0,0.33496
Love,glory,0.004088,0.299754
Love,thank,0.0,0.265299
Love,kilo,0.0,0.257874
Love,mantap,0.0,0.228779
Love,dikasih,0.0015280909090909,0.2272509090909091
Love,terakhir,0.0,0.208332
Love,dzięki,0.0,0.186751
Love,eroh,0.0,0.186751
Love,doppin,0.0,0.186751
Love,yosua,0.0,0.186751
Love,wooo,0.0,0.186751
Love,النine,0.0,0.186751
Love,finess,0.0,0.186751
Love,nemenin,0.0,0.175478
Love,you,0.0039395454545454,0.1687764545454545
Love,run,0.0,0.148208
Love,long,0.0,0.142004
Love,lari,0.0,0.139355
Love,john,0.0,0.130731
Love,pergi,0.0,0.128937
Love,minggu,0.0,0.115439
Love,selesai,0.0,0.109666
Love,sekitar,0.0,0.105629
Love,agak,0.0,0.095118
Love,tahu,0.0,0.094608
Love,mungkin,0.0,0.083167
Love,oke,0.0023184545454545,0.0727665454545454
Loyalty,detail,0.0,0.193555
Loyalty,ai,0.0,0.190595
Loyalty,drop,0.0,0.178886
Loyalty,kursakan,0.0,0.178886
Loyalty,game,0.0,0.178396
Loyalty,wa,0.0,0.168088
Loyalty,fold,0.0,0.168088
Loyalty,layar,0.0,0.164358
Loyalty,eraser,0.0,0.160427
Loyalty,tahun,0.0,0.156213
Loyalty,drag,0.0,0.154484
Loyalty,dimensi,0.0,0.13883
Loyalty,update,0.0,0.131169
Loyalty,performa,0.0,0.131169
Loyalty,misalnya,0.0,0.13115
Loyalty,lalu,0.0,0.129882
Loyalty,android,0.0,0.129037
Loyalty,cover,0.0,0.129037
Loyalty,info,0.0,0.127063
Loyalty,kamera,0.0,0.109572
Loyalty,langsung,0.0023230909090909,0.098639909090909
Loyalty,pertama,0.0,0.09721
Loyalty,menarik,0.0,0.095383
Loyalty,and,0.0,0.09481
Loyalty,interactif,0.0,0.089443
Loyalty,sekuriti,0.0,0.089443
Loyalty,maksimum,0.0,0.089443
Loyalty,pengekatan,0.0,0.089443
Loyalty,penggantian,0.0,0.089443
Neutral,mual,0.0,0.08576
Neutral,mindset,0.0072978181818181,0.0776211818181818
Neutral,mums,0.0,0.069984
Neutral,liposom,0.0,0.069982
Neutral,speedy,0.0,0.068384
Neutral,bener,0.0023818181818181,0.0655501818181818
Neutral,beban,0.0,0.059839
Neutral,hamil,0.0,0.057802
Neutral,kejutan,0.0053877272727272,0.0575392727272727
Neutral,filter,0.0,0.054391
Neutral,aktivitas,0.0054176363636363,0.0542173636363636
Neutral,air,0.0,0.049451
Neutral,shower,0.0,0.048881
Neutral,laser,0.0,0.046654
Neutral,jika,0.0,0.045924
Neutral,airnya,0.0,0.044925
Neutral,kehamilan,0.0,0.044529
Neutral,space,0.0,0.044292
Neutral,retinal,0.0,0.043838
Neutral,menyerupai,0.0,0.043838
Neutral,memiliki,0.0,0.04212
Neutral,rasa,0.0031020909090909,0.042066909090909
Neutral,headnya,0.0,0.039016
Neutral,workout,0.0,0.038999
Neutral,like,0.0,0.038405
Neutral,sebenarnya,0.0012764545454545,0.0366965454545454
Neutral,you,0.0157014545454545,0.0276335454545454
Proud,kalian,0.011644909090909,0.0239270909090909
Proud,warna,0.0010374545454545,0.0222555454545454
Proud,adalah,0.0036980909090909,0.015907909090909
Proud,suka,0.003655909090909,0.0158620909090909
Proud,bagian,0.0,0.015346
Proud,sampai,0.0012035454545454,0.0143704545454545
Proud,kaki,0.0,0.01435
Proud,lihat,0.0017107272727272,0.0134842727272727
Proud,warnanya,0.0,0.013097
Proud,sunscreen,0.0,0.012834
Proud,otot,0.0,0.012251
Proud,gua,0.0010025454545454,0.0119824545454545
Proud,benar,0.0017913636363636,0.0117986363636363
Proud,kulit,0.0057817272727272,0.0109472727272727
Proud,atlet,0.0013455454545454,0.0109354545454545
Proud,teman,0.0055964545454545,0.0107735454545454
Proud,kasih,0.0041756363636363,0.0107343636363636
Proud,punya,0.0027252727272727,0.0106127272727272
Proud,terima,0.002481,0.010451
Proud,hari,0.0026014545454545,0.0103285454545454
Proud,jakarta,0.0062555454545454,0.0099024545454545
Proud,jalan,0.0034990909090909,0.009778909090909
Proud,gini,0.0043772727272727,0.0095657272727272
Proud,banyak,0.0059352727272727,0.0080287272727272
Proud,nah,0.005832909090909,0.0069350909090909
Proud,rasa,0.010045909090909,0.0039100909090909
Proud,bener,0.0133513636363636,0.0018476363636363
Sad,anak,0.0,0.057562
Sad,rambut,0.0,0.048321
Sad,minuman,0.0,0.041576
Sad,asbak,0.0,0.039376
Sad,hah,0.0,0.036442
Sad,bawa,0.0,0.03293
Sad,nutrisi,0.0,0.031552
Sad,warda,0.0,0.031498
Sad,sini,0.0011752727272727,0.0287597272727272
Sad,bersiap,0.0,0.027899
Sad,patuk,0.0,0.027685
Sad,gajah,0.0,0.026154
Sad,shade,0.0,0.026115
Sad,gula,0.0,0.024872
Sad,perut,0.0,0.024723
Sad,aliran,0.0,0.024575
Sad,ikan,0.0011492727272727,0.0240057272727272
Sad,tulkit,0.0,0.023764
Sad,cakup,0.0,0.022924
Sad,suka,0.0046972727272727,0.0228837272727272
Sad,mangsa,0.0,0.022096
Sad,asupan,0.0,0.022046
Sad,muka,0.0,0.021953
Sad,kemaren,0.0,0.021772
Sad,mam,0.0,0.021759
Sad,beli,0.0,0.02152
Sad,anduk,0.0,0.020764
Sad,paddle,0.0,0.020764
Sad,kulit,0.0065539999999999,0.018409
Sad,kalian,0.0162086363636363,0.0047343636363636
Surprise,mobil,0.0039757272727272,0.0212052727272727
Surprise,oh,0.0,0.020127
Surprise,adalah,0.003497,0.018321
Surprise,cuma,0.0,0.012896
Surprise,coba,0.0,0.012781
Surprise,baru,0.0,0.012227
Surprise,sampai,0.0014158181818181,0.0118231818181818
Surprise,punya,0.0026812727272727,0.0111407272727272
Surprise,satu,0.003668909090909,0.0099010909090909
Surprise,gua,0.0011804545454545,0.0098475454545454
Surprise,warna,0.0021175454545454,0.0092944545454545
Surprise,up,0.0012943636363636,0.0091316363636363
Surprise,gini,0.0044185454545454,0.0090704545454545
Surprise,bukan,0.003034909090909,0.0088340909090909
Surprise,kulit,0.008039,0.0088229999999999
Surprise,enak,0.0012217272727272,0.0087682727272727
Surprise,kasih,0.004346909090909,0.0086790909090909
Surprise,nah,0.0057220909090909,0.008264909090909
Surprise,ikan,0.0045736363636363,0.0080683636363636
Surprise,banyak,0.0059611818181818,0.0077178181818181
Surprise,sini,0.0054427272727272,0.0074852727272727
Surprise,suka,0.0067890909090909,0.005844909090909
Surprise,oke,0.0080707272727272,0.0037392727272727
Surprise,bener,0.0075573636363636,0.0034436363636363
Surprise,langsung,0.010392,0.001813
Surprise,kalian,0.0152893636363636,0.0011366363636363
Trust,kalian,0.0124837272727272,0.0302872727272727
Trust,benar,0.0012354545454545,0.0184695454545454
Trust,skin,0.0,0.017269
Trust,kali,0.0,0.015529
Trust,mindset,0.0124769999999999,0.015471
Trust,kulit,0.006856,0.014918
Trust,allah,0.0,0.01482
Trust,rasa,0.005375,0.014792
Trust,olahraga,0.0,0.014548
Trust,waktu,0.0,0.013753
Trust,adalah,0.0057492727272727,0.0131117272727272
Trust,aktivitas,0.0088673636363636,0.0128206363636363
Trust,up,0.0018956363636363,0.0123423636363636
Trust,gini,0.0053020909090909,0.011956909090909
Trust,satu,0.0046510909090909,0.011684909090909
Trust,kejutan,0.0092458181818181,0.0112421818181818
Trust,hari,0.0025362727272727,0.0111107272727272
Trust,terima,0.0024541818181818,0.0107728181818181
Trust,sebenarnya,0.0034520909090909,0.010588909090909
Trust,kasih,0.0053159999999999,0.010076
Trust,teman,0.0057206363636363,0.0092833636363636
Trust,indonesia,0.0039976363636363,0.0087113636363636
Trust,banyak,0.0070224545454545,0.0086615454545454
Trust,jakarta,0.0064714545454545,0.0073115454545454
Trust,nah,0.0069891818181818,0.0070468181818181
Trust,mobil,0.0074147272727272,0.0051182727272727
Trust,oke,0.0089731818181818,0.0047198181818181
Trust,langsung,0.0113975454545454,0.0019514545454545
